종목명,상장유형,공모가(원),상장일,상장주식수,매출총이익률,영업이익률,ROE(지배),매출액증가율(YoY),영업이익증가율(YoY),유동비율,당좌비율,부채비율,이자보상배율,매출채권회전율,재고자산회전율,매출액,세전계속사업이익,당기순이익(지배),자본총계(지배),EBITDA2,순부채,매출액증가율(YoY)-before,영업이익증가율(YoY)-before
휴마시스,신규상장,2000,2014-12-01,5500000,59.34,22.28,,,,285.21,194.87,59.41,12.64,,,6714315,1412339,1412339,7014552,1978988,1798950,,
에프엔씨엔터,신규상장,28000,2014-12-04,6302915,28.65,11.13,,,,100.53,95.83,201.77,5522894,,,49614266,5494628,2803805,9451424,6752186,-7217079,36.52,30.7
대창스틸,신규상장,2500,2014-12-05,14566000,5.34,2.68,3.81,-9.48,17.54,82.48,52.18,148.3,1.94,4.66,7.1,334289187.6,4641155.86,3715578.37,98623481.19,11205560.48,94084750.28,,
PI첨단소재,신규상장,8000,2014-12-08,29366322,37.61,29.51,12.21,15.27,44.41,257.53,195.44,24.41,25.37,8.78,6.63,133705041,32970956,25689542,212119637,51904423,-21052115,7.17,-18.07
베노홀딩스,신규상장,2000,2014-12-10,5500000,,,,,,,,,,,,,,,,,,,
알테오젠,신규상장,26000,2014-12-12,5579333,68.31,27.33,32.64,39.59,-9,859.31,859.31,37.74,12.81,7.94,,5527341,1611646,1606019,6038718,1637494,-5687119,,
미스터블루,신규상장,2000,2014-12-12,5500000,,,,,,,,,,,,,,,,,,,
비씨월드제약,신규상장,15700,2014-12-15,5855723,50.72,13.33,13.74,19.14,101.8,182.88,129.98,63.65,4.92,2.86,4.1,30375365,3358326,3334548,25921001,5283506,6422686,-4.68,-40.44
랩지노믹스,이전상장,13200,2014-12-16,3966276,50.07,9.21,10.21,12.99,24.7,190.94,185.27,71.98,10.95,1.97,56.23,16967819.41,1073471.97,1259931.43,13206003.48,2949023.18,1702736.29,10.25,-1.45
에이디테크놀로지,신규상장,15000,2014-12-16,4009695,17.42,9.57,,,,179.98,172.28,98.18,20.67,,,43702213,3140281,3062435,11226488,4641023,-4050282,8.42,35.76
녹십자엠에스,신규상장,6000,2014-12-17,9560000,18.71,4.52,14.51,-4.84,-22.05,127.67,91.22,164.3,6.25,3.31,6.99,61986425,1913719,2178149,16252784,3612191,9235344,18.36,-35.68
하이로닉,이전상장,51000,2014-12-17,2774729,62.22,27.06,48.14,19.18,31.59,696.9,548.27,17.79,433.82,17.89,8.31,13419748.76,3361839.38,3095707.35,7945546.37,3714753.19,-5340485.37,85.64,232.82
디티앤씨,신규상장,18500,2014-12-17,9437374,51.83,24.83,39.06,47.76,66.68,130.34,130.34,75.84,10.25,6.85,,19811880,5010446,4539530,17777676,6532414,3892700,48.51,55.46
정다운,신규상장,2000,2014-12-17,2710000,19.13,8.31,16.39,-3.22,181.98,70.26,52.15,256.23,5.05,14.85,14.27,78124190,3357366,2589828,17180844,8364157,27374898,-1.86,-73
셀바스헬스케어,신규상장,2000,2014-12-17,5400000,,,,,,,,,,,,,,,,,,13.75,54.77
아이티센,이전상장,7500,2014-12-23,4311520,19.62,4.12,9.52,4.03,-25.97,103.2,74.94,232.18,2.2,7.72,17.65,137560306,2826878,1530171,18522063,6423725,34428356,695.62,960.59
NEW,신규상장,16300,2014-12-23,13203053,24.62,15.11,,,,133.12,133.12,274.37,39.43,,,126443565,21376620,18988438,31182655,19748353,-11438604,,
아스트,신규상장,9500,2014-12-24,12516293,0.56,-6.75,-22.09,35.95,-199.61,84.16,34.36,258.3,-1.07,4.93,2.48,60884696,-7186891,-6517352,27256436,222886,54064505,33.65,128.46
오킨스전자,신규상장,7100,2014-12-24,6200000,29.09,7.17,,,,107.88,76.2,136.55,2.38,,,37265972,1676049,1439878,20258582,10070857,16377154,9.73,39.67
서전기전,신규상장,6500,2014-12-24,4849390,31.96,12.64,41.39,18.72,-14.26,138.05,79.8,83.28,138.28,8.7,9.92,54843462,7040818,5700906,14794271,7335676,642644,18.84,41.16
지란지교시큐리티,신규상장,2000,2014-12-24,5220000,,,,,,,,,,,,,,,,,,,
바이오로그디바이스,신규상장,2000,2014-12-24,5100000,20.64,15.98,,,,213.62,204.56,61.95,322.54,,,40052647,6626031,5634828,7245027,7060703,-4487293,,
에이팩트,신규상장,1500,2014-12-26,17553680,17.35,11.75,5.92,2.18,49945.36,61.17,61.17,88.33,2.04,24.59,,32368054,2586579,2120875,36898517,19186955,20880982,-12.63,-99.88
휴메딕스,신규상장,28000,2014-12-26,5689031,50.23,31.98,90.41,101.16,715.43,546.59,450.22,62.18,12.37,7.46,10.92,23543544,8724769,9136679,14707193,8720239,429202,-3.28,88.83
바디텍메드,신규상장,2000,2014-12-29,4600000,59.4,24.96,23.12,26.71,1.99,586.82,516.72,27.4,40.27,5.8,8.16,22888296,6150749,5830535,32626167,6716172,-12034620,64.99,276.4
국일신동,신규상장,1700,2014-12-29,11090000,12.21,7.91,6.78,11.75,15.28,180.51,110.8,49.77,10.87,3.7,4.95,35487096,2629740,2041761,31729862,3319786,9063996,0.23,327.03
와이제이엠게임즈,신규상장,5500,2014-12-29,2693705,21.28,13.78,,,,185.64,141.82,102.33,72.1,,,46853888,6422906,5176736,9492895,6813170,698774,,
스튜디오산타클로스,신규상장,2000,2014-12-29,6815000,,,,,,,,,,,,,,,,,,,
썸에이지,신규상장,2000,2014-12-29,16000000,,,,,,,,,,,,,,,,,,,
포시에스,신규상장,9100,2015-02-11,6212799,75.68,32,22.25,6.44,-16.37,1691.03,1691.03,4.85,,5.84,,12846942.9,4575166.87,4144769.38,23581769.4,4178732.31,-16481031.49,15.22,19.73
FSN,신규상장,2000,2015-03-25,5350000,54.77,-3.74,286.67,57.29,54.72,80.62,80.62,-701.15,-1.66,4.2,,12613272,-880781,-880781,-747639,-390022,1894866,,
클래시스,신규상장,2000,2015-04-03,5500000,66.71,20.21,,,,335.79,335.79,39.83,1899.55,,,13058120,3144554,2514722,5361020,2774023,-5604241,,
에이비프로바이오,신규상장,15000,2015-04-13,10314800,30.35,19.95,27.45,61.5,96.55,296.39,198.86,78.78,13.61,5.82,5.21,85999035,18004656,14750678,66790888,17982823,-2453064,-11.6,-36.02
디알텍,신규상장,2000,2015-04-20,4433000,39.5,2.73,11.92,2.49,-51.67,121.27,59.27,148.85,0.94,5.61,3.63,24221851,553726,965111,8445283,1865951,7338553,-10.49,-56.37
로보로보,신규상장,2000,2015-04-22,2800000,,,,,,,,,,,,,,,,,,,
휴센텍,신규상장,2000,2015-04-28,5500000,,,,,,,,,,,,,,,,,,,
이노인스트루먼트,신규상장,2000,2015-05-08,7000000,,,,,,,,,,,,,,,,,,,
토박스코리아,신규상장,2000,2015-05-13,3535000,45.11,10.79,,,,161.79,108.68,442.85,12.81,,,4114838,299966,291262,491972,474252,1277183,,
우정바이오,신규상장,2000,2015-05-18,5500000,41,8.64,,,,239.83,219.27,122.27,14.6,,,14859577,1203584,880487,5618843,1406401,-517184,,
제노포커스,신규상장,11000,2015-05-29,6754667,41.22,22.63,36.32,155.8,471.35,239.95,230.96,75.35,9.07,4.06,21,6148464,1370297,2181558,9661375,1483701,1172511,,
디딤,신규상장,2000,2015-06-10,7450000,31.51,3.09,,,,50.07,37.86,439.5,1.44,,,58474330,690892,758550,7419742,3224692,23989350,,
픽셀플러스,신규상장,30000,2015-06-12,8166558,29.18,17.58,21.59,-17.05,-53.05,967.17,849.49,10.44,,147.06,11.22,123936525,23724986,19958176,101087899,22927057,-84546143,,
러셀,신규상장,2000,2015-06-16,4750000,22.49,5.59,6.48,-31.48,-13.07,395,235.71,25.79,19.76,5.84,4.02,13014824,684505,660870,10371005,814387,-1752975,83.16,556.83
싸이맥스,신규상장,16300,2015-06-17,5354863,18.05,10.67,25.52,10.22,16.07,289.38,244.3,49.36,,2.7,8.6,54713634,6197506,5993175,26292270,6592694,-8731947,43.56,93.96
넵튠,신규상장,2000,2015-06-18,5124000,100,-60.95,,,,123.39,123.39,-166.64,-6.82,,,1571206,-4044374,-3705703,-4493646,-912784,2629843,,
미래생명자원,신규상장,2000,2015-06-18,3530000,17.62,6.75,9.16,-5.72,-8.26,302.34,225.79,37.63,,3.32,7.32,24167015,1620652,1282062,14642365,1724654,-2086861,-13.66,-13.35
베셀,이전상장,9000,2015-06-19,4119655,26.83,13.17,,,,121.83,121.5,274.05,4.31,,,57173960.88,6991358.37,6059834.06,13410039.96,8116105.37,9346878.18,34.76,98.15
에스엘바이오닉스,신규상장,11300,2015-06-25,5200000,24.19,17.89,,,,93.4,72.46,102.14,28.91,,,48136922,7542443,6239179,18528870,11751484,-462078,78.13,-73.91
이큐셀,신규상장,6500,2015-06-26,5813000,30.44,11.95,25.26,73.6,493.06,105.72,102.47,132.74,4.97,6.42,47.93,32464906,3949344,3473213,13255635,5057281,6860885,-1.91,-74.61
코아스템,신규상장,16000,2015-06-26,15717440,27.47,-13.89,-97.8,255.4,25.03,127.03,125.62,129.77,-1.85,3.78,129.47,12987985,-6279626,-6801503,11531747,-871339,-2847064,,
켐온,신규상장,2000,2015-06-26,7000000,27.47,15.79,16.28,28.93,168.44,179.62,174.46,46.98,168.49,3.85,133.71,13252878,2145765,1554580,10410238,2771998,-1462153,,
동운아나텍,신규상장,10000,2015-06-30,5577000,37.46,12.31,32.56,-4.42,-25.59,232.6,134.13,63.02,16.26,6.77,5.13,44453338,4915418,5747377,20196813,6690851,380697,52.84,163.6
유테크,신규상장,9000,2015-06-30,4915300,18.91,12.97,21.04,11.77,88.03,155.72,145.28,171.47,4.19,4.12,41.81,51361692,5305610,4184690,23544633,12476883,26656565,18.17,36.8
민앤지,신규상장,28000,2015-06-30,5682814,100,34.08,,,,785.96,785.96,67.48,21.95,,,17677355,5711240,5283603,10923103,6290822,-7426859,,
RFHIC,신규상장,2000,2015-06-30,6830000,42.43,23.6,18.01,-16.82,-28.72,430.02,181.28,34.14,57,35.58,1.43,64200389,15823210,13148100,92894146,17128553,-16185518,65.49,272.29
켐트로스,신규상장,2000,2015-07-27,3020000,9.87,5.01,5.84,-4.61,-42.19,326.02,234.53,71.57,2.68,4.24,6.7,14283439,688695,563270,10072881,1554900,4088551,2.59,-24.73
로지시스,신규상장,2500,2015-07-29,9340922,10.89,5.98,14.86,0.16,3.87,350.58,347.14,44.8,,8.72,252.79,32026270,2238002,1745316,11530184,2268339,-7774955,48.44,16.64
아이쓰리시스템,신규상장,36000,2015-07-30,3317400,21.98,15.07,,,,209.55,98.77,111.27,5.64,,,30914384,5052807,5259143,21845960,8024376,11686144,15.26,30.68
아시아경제,신규상장,3600,2015-07-31,25244030,40.96,12.11,,,,293.97,279.09,49.6,18.18,,,75435069,9039486,6000494,29167885,10939513,-19154644,0.97,15.87
칩스앤미디어,이전상장,10500,2015-08-05,3397702,100,18.78,17.48,7.92,59.47,430.35,430.35,24.14,19.14,2.62,,10808046.38,2190606.99,2518110,15649355,2543143.28,-6483878.02,12.84,45.12
쎄노텍,신규상장,2000,2015-08-06,3300000,30.7,14.52,16.18,12.26,115.57,293.15,138.97,56.05,10.76,5.26,2.84,31880952,3991985,3279792,21905056,5984742,6363127,-5.55,-13.26
흥국에프엔비,신규상장,20000,2015-08-07,6716250,43.15,22.72,31.19,15.79,18.89,155.47,70.09,67.89,15.23,12.35,5.09,35041596,7672288,6117572,24468578,9942045,9649139,25.3,54.35
마이더스AI,신규상장,2000,2015-08-13,3100000,35.9,9.18,11.36,-3.54,-5.95,167.52,165.17,80.07,13.2,3.74,70.53,15084930,572193,998334,9386815,2158698,-1512708,12.5,64.81
파인텍,신규상장,10500,2015-08-17,4997621,12.93,4.43,34.41,39.77,15.49,85.56,66.22,454.19,2.82,6.27,12.11,210838381,6128256,5834750,19680537,14248308,41294408,19.38,2861.22
웹스,신규상장,7200,2015-08-24,6254000,32.58,15.3,18.8,-0.66,28.63,218.05,141.77,78.25,7.16,8.94,5.24,27877532,3718406,3327509,20484838,5940451,3074684,-13.93,18.57
맘스터치,신규상장,2000,2015-08-28,6750000,27.32,8.49,105.45,62.56,196.8,123.39,67.41,240.69,371.62,31.23,19.9,79457332,6540271,5375278,7735838,7028188,4915848,,
씨아이에스,신규상장,2000,2015-09-02,7000000,18.36,-10.64,,,,322.18,238.88,31.57,-27.33,,,11587502,-852313,-613795,24060935,-911923,-2945528,-49.24,-92.6
인포마크,신규상장,14000,2015-09-23,3503708,22.26,5.85,22.34,15.4,16.14,128.14,51.59,157.69,4.51,12.93,4.03,70656583,2927546,3389307,14449865,5331695,16355412,-21.06,-39.74
제너셈,신규상장,10500,2015-09-25,4384587,36.77,17.42,56.4,78.79,699.6,127.69,98.06,129.74,17.34,6.27,11.72,32193260,5753863,5028262,10930086,5840027,5295748,-21.82,2.97
타이거일렉,신규상장,6000,2015-09-25,5589290,20.98,13.51,15.36,18.73,77.95,212.8,158.47,72.13,9.66,5.63,8.45,25899934,3579443,2772247,19424965,5162327,4262396,,
넷게임즈,신규상장,2000,2015-09-25,9050000,,,-32.12,,-92.07,91.25,91.25,193.8,-3.76,,,,-904470,-904470,2560806,-668172,3340910,,
패션플랫폼,신규상장,2000,2015-10-05,5105000,46.14,9.86,37.89,34.15,115.99,151.97,58.53,143.96,22.26,8.05,3.3,20587423,1920254,1624449,5099519,2236306,1679200,,
한송네오텍,신규상장,2000,2015-10-06,4450000,17.35,5.07,17.77,31.63,51.53,124.29,106.56,185.64,4.41,3.45,19.11,35644596,1344242,1315471,8059590,2478241,8737050,-0.62,8.24
케이엠제약,신규상장,2000,2015-10-08,4500000,36.29,19.29,33.82,13.6,58.5,138.66,91.15,162.11,5.87,11.09,6.29,8347043,1330471,1148122,3918723,1869986,4538271,,
뉴지랩파마,신규상장,8900,2015-10-13,5744821,13.72,5.66,15.57,-7.29,-46.42,183.06,128.78,74.03,23.95,7.33,11.22,66063451,3662096,2664103,18442330,4828409,-411467,-8.86,-10.56
엑시콘,이전상장,10000,2015-10-22,8883500,34,14.44,16.47,51.42,72.84,207.34,127.17,69.58,6.09,5.61,4.89,38035514.97,5421934.58,6031100.03,39551088,10126508.09,15342812.26,-38.03,-73.51
KH E&T,신규상장,2000,2015-10-22,5315000,36.04,10.46,17.56,52.09,-4.94,150.96,150.81,79.45,77.68,5.67,1038.6,22140814,2211736,1677367,10084413,3259031,-4062968,-7.56,2.48
엔케이맥스,신규상장,17000,2015-10-23,10072552,65.22,-301.9,274.9,11.69,-135.76,375.37,268.16,-419.36,-46.48,15.49,1.14,1678158,-5840187,-5840187,-2395643,-4778358,4856909,,
연우,신규상장,25200,2015-11-02,11552600,15.61,7.2,10.53,7.19,24.38,106.43,83.47,87.27,6.64,6.16,15.06,168758645,10888234,8670204,86685686,21289406,44296873,3.55,-43.69
더블유게임즈,신규상장,65000,2015-11-04,17089768,100,41.14,102.04,57.34,126.03,607.71,607.71,22.67,,10.27,,71256798,31089863,28133199,41388326,29380409,-21602470,1024.94,1419.2
본느,신규상장,2000,2015-11-05,6500000,29.99,7.63,,,,152.36,100.06,497.45,23.35,,,5896978,339049,273754,343216,532961,373243,,
유앤아이,신규상장,30000,2015-11-12,7037087,63.02,13.68,17.99,11.26,34.74,131.03,86.81,279.52,3.16,2.99,2.47,15639342,1574656,1552991,9252168,2849254,14141342,3.09,696.95
나무가,신규상장,37000,2015-11-12,2924383,7.03,0.82,10.09,-0.45,-66.75,98.42,64.6,599.85,1.03,7.76,8.41,218330936,2422564,1821999,19368729,5873430,34903921,155.25,46.6
아이진,이전상장,13500,2015-11-16,10000000,100,-1997.31,-65.56,-17.4,17.67,472.38,472.38,43.84,-98.68,,,153793.71,-2925835.29,-2925835.29,3853662.94,-2995208.55,-4585533.24,-58.73,-93.13
케어젠,신규상장,110000,2015-11-17,10710000,80.4,53.91,29.23,35.16,77.05,631.79,594.52,12.66,,6.61,17.11,28685576.15,17189324.97,13711539.07,55015790.22,16371532.3,-27932990.97,7.96,-3.26
네오오토,신규상장,12000,2015-11-18,5250000,13.22,7.6,22.68,-8.97,121.79,119.25,107.02,115.63,6.6,7.81,28.68,108775562,8357364,6831455,42171602,22965085,12430952,12.39,31.54
엔투텍,신규상장,2000,2015-11-18,7550000,19.74,-1.21,-12.27,-3.43,-120.92,100.09,47.6,280.23,-0.41,4.51,2.84,12833226,-572913,-572913,4384032,1049608,6561538,40.69,10.15
매직마이크로,이전상장,5500,2015-11-19,6222125,18.41,8.06,27.75,-8.76,-7.52,122.89,97.72,93.42,6.97,10.55,13.8,53279403,5220526,5251884,21554153,9895944,9043218,1.57,96.05
케이디켐,신규상장,16000,2015-11-19,4034800,24.47,14.3,18.19,-1.95,47.83,305.67,156.45,33.32,23.99,3.48,3.3,43294849,6517598,5372692,31996131,6690680,5456665,8.36,-8.68
캔서롭,이전상장,40000,2015-11-20,2074820,41.73,7.72,4.88,21.05,1956.81,688.65,645.4,7.28,1.8,6.69,23.3,4690803.04,224652.71,208078.12,7182053.78,638948.5,-2554317.64,,
하이즈항공,신규상장,18000,2015-11-25,17446167,25.91,15.92,24.61,3.61,66.39,97.17,86.91,193.98,5.37,15.75,15.43,31291333,4449595,3609767,16846535,6665084,16604195,47.6,115.78
미래테크놀로지,신규상장,16100,2015-12-01,5500000,38.43,26.79,30.36,45.98,37.09,923.94,834.14,10.49,,20.74,15.41,17387928,4871731,3897191,15393927,4742151,-11876248,,
엔에스,신규상장,8000,2015-12-07,4900000,21.77,11.22,26.92,61.9,78.64,124.27,54.04,137.2,29.6,6.68,3.54,20779567,2512983,2068432,9553423,2598750,2119582,,
멕아이씨에스,신규상장,4500,2015-12-14,5361500,51.51,3.48,,,,56.07,35.56,1008.51,0.46,,,8547037,-237082,-31560,1825302,550108,13646828,,
예스티,이전상장,14500,2015-12-16,4327321,19.95,6.65,3.89,83.26,6931.27,79.36,45.04,252.02,2.03,6.94,6.05,40422694.51,685650,670446.1,13348602.57,3935159.8,16680103.77,-5.27,-90.58
코스맥스엔비티,신규상장,21000,2015-12-16,10314000,19.56,7.38,19.64,19.66,14.01,64.81,39.25,266.03,4.97,7.98,9.7,46914079,2751148,2218267,12325059,5861893,19919907,,
에치에프알,신규상장,2000,2015-12-16,8000000,21.78,4.43,-1.98,-19.38,-33.87,157.1,130.92,86.01,5.32,1.94,7.86,47143114.64,-895135.81,-719879,35971398.86,3516425.49,11883335.4,-39.02,-71.81
파크시스템스,신규상장,9000,2015-12-17,5931155,55.28,-0.53,-11.11,-6.09,93.08,244.74,158.49,197.93,-0.14,3.47,2.56,15293439,-748854,-716893,6088358,441008,3297644,-21.95,-208.37
보광산업,신규상장,4000,2015-12-17,11490000,41.77,31.87,28.76,-25.21,57.42,37.21,33.17,141.29,7.34,7.01,39.16,31520937,4485024,3930058,19242936,12795846,14067798,-0.32,187.37
메가엠디,신규상장,3000,2015-12-18,20401568,63.01,11.03,11.78,4.93,-24.91,95.15,91.3,48.85,,20.54,82.31,64821314,6881936,4446090,40272981,9145178,-8924745,26.28,-5.63
에이치엘비제약,신규상장,6500,2015-12-21,7023345,27.38,2.53,7.39,11.74,27.26,114.18,94.22,345.24,0.93,2.5,7.79,17164364,125845,304575,4814101,1147660,5139052,4.64,-70.48
강스템바이오텍,신규상장,6000,2015-12-21,13817150,75.98,-2158.04,-66.52,-49.29,-59.87,350.22,329.22,61.22,-117.8,3331.06,1.77,208191,-4434861,-4434861,4449521,-3941487,-1547698,,
아진산업,신규상장,6500,2015-12-22,12415300,18.04,8.97,23.33,7.74,22.75,65.93,52.96,497.59,1.75,6.51,19.1,295750550,21587172,14122815,63279484,50601156,218214414,-7.4,-24.03
덱스터,신규상장,14000,2015-12-22,9630524,35.07,25.38,33.84,37.51,265.03,369.86,369.86,28.07,48.82,2.93,,18665493,4687913,4119931,14235539,6276336,-440456,,
한국맥널티,신규상장,8000,2015-12-23,4975000,27.97,2.9,58.41,26.26,-64.06,127.08,92.41,124.46,1.86,9.69,7.93,19691229,6486199,5598900,9970511,2364137,4036661,2.38,35.6
휴젤,신규상장,150000,2015-12-24,3284058,70.36,38.39,37.8,38.33,33.7,96.27,93.3,127.89,14.26,2.63,23.15,40349968,15615866,13150407,42673580,16096564,8386366,41.2,43.87
육일씨엔에쓰,신규상장,6000,2015-12-24,8522980,14.7,7.62,17.26,-23.53,-21.57,98.21,81.53,271.68,15.39,10.72,17.24,106907674,6152706,2876311,18102185,11080374,6284998,,
경남제약헬스케어,신규상장,10000,2015-12-24,5227400,13.6,8.36,124.24,143.15,2544.2,176.74,167.52,385.72,40.85,7.31,75.62,33558805,2886906,2506338,3263973,2891780,-2689489,,
와이아이케이,신규상장,2000,2015-12-24,10620000,23.22,8.87,50.47,40.27,-3.34,131.49,31.73,187.54,51.98,27.23,4.71,99314434,8640385,6964412,16837116,10718718,-838943,482.6,924.53
에스와이,신규상장,5000,2015-12-29,6200000,7.64,3.24,12.61,29.31,38.69,73.54,65.22,265.75,2.88,5.36,39.62,151337572,3909156,3106747,26160311,6383894,37110551,23.72,35.36
코디엠,신규상장,4700,2015-12-29,3793630,10.24,5.02,51.58,49.62,457.26,99.03,65.68,462.55,5.42,3.4,6.48,38105360,2197228,1913663,4674625,2482161,8364851,8.71,79.99
자안바이오,신규상장,13000,2016-01-27,3460340,25.81,8.65,37.79,30.23,85.5,143.74,104.59,277,5.96,3.21,6.91,50872884,4058648,3745192,11775117,5315814,12614154,,
크리스탈신소재,신규상장,3000,2016-01-28,61622771,55.6,43.29,19.41,26.77,3.47,863.06,848.92,10.51,55.44,3.67,31.7,56045768,24398761,20416262,130878188,25886847,-91738778,,
유니트론텍,신규상장,14000,2016-02-02,3310650,14.97,9.02,48.91,15.23,4.04,206.94,112.31,124.56,12.81,9.96,8.3,86379378,7055306,5657009,14506702,7866055,5560177,74.76,130.64
아이엠텍,신규상장,7500,2016-02-03,16787750,24.39,12.61,33.78,67.05,338.05,169.35,138.15,50,81.16,10.53,20.39,46553304,5944115,5380856,18626699,7845717,-2483378,322.39,1017.12
안트로젠,신규상장,24000,2016-02-15,7463435,56.58,-86.45,-10.46,100.3,16.82,968.49,920.34,11.61,,2.7,4.32,1834280,-1415653,-1415653,12960834,-1322079,-8564526,-58.76,-438
큐리언트,신규상장,21000,2016-02-29,7227262,100,-3087.06,65.6,,-53.25,1451,1451,-152.72,,,,215280,-10706197,-10706197,-21683177,-6560672,14438323,,
에이트원,신규상장,2000,2016-03-02,2000000,15.3,4.11,2.44,49.64,1106.22,221.32,221.32,47.55,13.11,5.66,,6787705,59256,63472,2633366,438586,104132,,
AP위성,신규상장,9700,2016-03-04,13097740,42.89,24.81,27.53,-11.94,-30.83,384.87,340.49,26.26,8550.68,8.04,5.89,34570999,8625442,7042065,28867174,9166037,-19440407,200.25,543.91
팬젠,신규상장,16500,2016-03-11,7681318,-0.01,-59.42,-43.63,5.86,-290.37,72.55,72.55,105.47,-2.11,14.94,,3400468,-3012028,-2120053,8212161,-1045836,3886154,17.87,53.48
동양파일,신규상장,10000,2016-04-06,20000000,41.56,30.18,39.21,9.92,35.38,114.92,110.74,115.77,14.58,4.15,33.31,115637947,33165753,24764952,75592359,38023929,38656683,216.34,309.35
씨엠에스에듀,신규상장,23200,2016-04-07,4205350,100,18.35,50.02,20.37,17.06,152.43,149.61,90.29,136.35,38.76,163.18,48197050.22,9057782.84,7060086.09,15029043.43,11083408.42,-11427676.45,,
레이언스,신규상장,25000,2016-04-11,16591014,43.6,22.8,27.29,11.12,78.43,192.21,129.79,56.75,27.3,5.4,6.14,86609301,17931645,14481565,60018200,23478608,3908165,12.66,55.41
줌인터넷,신규상장,2000,2016-06-09,4800000,8.87,0.97,-2.4,6.03,114.52,42.56,42.56,-307.55,1.6,10.34,,16141027,83841,83841,-3286512,1287729,2587899,,
알엔투테크놀로지,이전상장,5800,2016-06-22,6328942,56.38,24.29,11.35,1.97,1.76,433.3,356.4,35.28,6.49,5.4,6.67,10255885.28,1988221.31,1696410.91,16178314.48,4110749.63,2958463.2,10.95,40.79
녹십자랩셀,신규상장,18500,2016-06-23,10554054,21.05,9.34,29.49,11.61,12.1,157.04,157.04,88.21,,11.34,,34489290,3273882,2260240,8959638,3751084,-3860562,12.06,38.9
에스티팜,신규상장,29000,2016-06-23,18484400,37.14,24.97,29.98,43,254.32,88.5,26.52,109.58,7.81,9.7,2.95,138052135,35602170,25188826,110874197,40632565,47326605,14.58,-10.39
로스웰,신규상장,3200,2016-06-30,90781250,35.96,23.56,31.74,16.15,10.1,232.77,210.47,61.99,12.06,1.8,9.22,95460854,20834895,17739947,65188315,23632846,16763073,,
피앤씨테크,신규상장,10200,2016-07-04,6496600,34.35,23.23,27.28,33.14,160.67,375.04,331.69,32.83,428.01,5.87,10.22,23949612,5937313,4889065,20334392,5785470,-12306609,45.71,238.69
바이오리더스,이전상장,15000,2016-07-07,12354310,29.72,-341.12,810.43,26.63,-42.68,228.84,200.42,71.81,-21.28,2.9,1.54,1478186.63,-18639165.75,-18639165.75,5552568.37,-4539816.67,-5273278.43,-25.97,-29.99
위니아딤채,신규상장,6800,2016-07-14,24111530,26.6,3.77,25.98,13.59,183.41,94.47,64.92,308.56,8.3,6.33,9.96,434503644,13732208,11824283,51401973,31114048,11237912,-7.31,-216.67
장원테크,신규상장,17500,2016-07-15,6045000,17.84,12.88,72.82,85.81,473.76,89.05,61.54,102.72,20.6,17.69,19.71,202485446,25115448,21380616,40065862,31414761,16908202,3.09,-200.06
폴라리스웍스,이전상장,5900,2016-07-20,4429352,6.65,-0.09,-6.14,-6.59,-101.05,63.49,48.17,305.46,-0.03,7.04,13.06,31661370.69,-355681.76,-355681.76,6639356.52,3016486.2,11707327.17,32.09,585.93
우리손에프앤지,신규상장,2210,2016-07-27,61157490,26.13,16.99,18.64,-6.74,-22.35,77.25,30.4,155.78,4.64,11.65,36.15,155021912,22827584,14502688,91305709,32966980,88056569,,
엔지스테크널러지,신규상장,10000,2016-07-28,3127180,100,34.15,46.94,20.96,-21.73,186.07,186.07,58.77,2002.66,5.88,,6328284,2232637,1753438,4612041,2285622,-2307218,,
팍스넷,신규상장,5200,2016-08-01,11077521,100,22.53,16.22,10.46,34.79,459.07,459.07,23.3,,10.16,,20588047,4521052,3631436,24196224,5427980,-21192702,-13.97,269.23
에코마케팅,신규상장,35000,2016-08-08,8128571,100,51.95,44.63,20.63,40.09,290.72,290.72,50.53,,6.12,,19664896,11906117,9305701,25545216,10324470,-20943007,,
헝셩그룹,신규상장,3600,2016-08-18,80000000,28.13,19.5,31.44,7.47,8.62,186.64,168.61,65.36,14.01,2.97,17.58,202367680,38574735,28118735,104078982,42538887,14038853,,
자이글,신규상장,11000,2016-09-06,13530910,70.64,16.38,42.83,57.56,46.34,312.85,298.97,19.93,1573.62,11.63,68.62,101923203,16796798,13488262,47826503,18920085,-20749435,142.04,59.26
나무기술,신규상장,2000,2016-09-07,7110000,20.47,1.38,27.68,-2.15,-30.26,144.14,109.82,320.57,2.08,6.77,13.19,31881475,698268,642722,2803293,554866,2707423,11.04,-15.61
모비스,신규상장,2000,2016-09-08,6402000,37.81,17.23,27.76,73.9,10.66,285.61,284.69,92.75,6.02,6.17,122.84,5430567,937692,922573,4575429,981184,-2887462,74.95,599.35
유니테크노,신규상장,10300,2016-09-20,5963760,22.13,9.15,40.53,69.36,82.16,134.34,104.68,108.23,15.96,6.75,18.5,58425384,10498223,8009502,24710063,7135735,9158374,,
예선테크,신규상장,2000,2016-09-29,5210000,28.93,7.19,11.26,-3.28,-38.79,172.97,121.6,104.45,5.22,3.34,5.81,30511285.18,2232960.76,1419784.95,12597871.56,2969617.84,7711687.08,5.52,396.78
미투온,신규상장,3800,2016-10-10,29961122,71.7,33.49,60.3,99.86,396.91,452.55,452.55,20.28,757.38,8.74,,16795265,5787842,5089540,15474046,6064653,-10441520,,
