종목명,상장유형,시장구분,공모가(원),상장일,수정주가,1달 후 수정고가,3달 후 수정고가,6달 후 수정고가,P/E(FY0),P/B(FY0),EV/EBITDA(FY0),P/S(FY0),P/C(FY0),Market to Earnings(FY0),Market to Book(FY0),수정거래량,일평균수정거래량,일평균거래대금,상장주식수,거래량회전율,시가총액,일중변동률,일중실질변동범위,개인 순매수수량(일간),개인 순매수대금(일간),기관&외국인총합계 순매수수량(일간),기관&외국인총합계 순매수대금(일간),총합계 순매수수량(일간),총합계 순매수대금(일간),매출총이익률,영업이익률,순이익률,ROE,ROA,매출액증가율(YoY),영업이익증가율(YoY),순이익증가율(YoY),총자산증가율,유동자산증가율,EBITDA증가율(YoY),EBIT증가율(YoY),부채비율,유동비율,당좌비율,자기자본비율,유동자산구성비율,차입금의존도,EBITDA/이자비용,EBIT/이자비용,이자보상배율,매출채권회전율,재고자산회전율,총자산회전율,자기자본회전율,유형자산회전율,매출원가/재고자산,매출원가율,판관비율,자산총계,유동자산,부채총계,자본총계,이익잉여금,매출액,금융비용,이자비용,Free Cash Flow1,Free Cash Flow2
베노홀딩스,신규상장,KQ,"2,000",2014-12-10,"7,656","7,790","8,687","8,687",,,,,,,,"147,180","147,180","1,129,272,030","5,500,000",0.102184,"11,027,500,000",1.25,25,-296,-596.18,79,159.57,0,0,100,13.07,8.71,,,,,,,,,,117.88,511.9,511.9,45.9,92.87,32.75,,,,,,,,,,0,86.93,"16,530,933.57","15,352,508.10","8,943,637.03","7,587,296.53","7,941,255.61","26,864,223.13","451,662.21",0,,"1,752,087.49"
알테오젠,신규상장,KQ,"26,000",2014-12-12,"3,589","4,315","7,086","7,136",55.14,14.83,67.04,16.02,44.39,74.69,19.86,"7,669,958","7,669,958","29,549,871,500","5,579,333",0.229462,"119,955,659,500",19.41,"4,600",305,"7,214.13",-279,"-6,622.68",0,0,55.03,10.28,13.22,4.45,4.02,27.41,-52.06,-42.02,356.34,229.42,-53.68,-60.5,5.96,"1,377.89","1,377.89",94.38,66.36,1.99,8.08,6.38,7.41,14.5885,,0.30437,0.33646,13.01797,,44.97,44.75,"37,958,283.46","25,188,990.62","2,133,734.11","35,824,549.36","4,166,280.40","7,042,577.92","97,679.28","97,679","32,732.72","1,177,497.42"
미스터블루,신규상장,KQ,"2,000",2014-12-12,"2,010","2,100","2,390","2,600",,,,,,,,"326,671","326,671","655,726,205","5,500,000",0.059395,"11,055,000,000",1,20,121,242.92,-12,-24.1,0,0,100,25.81,21.62,,,,,,,,,,20.88,389.19,385.97,82.73,65.42,0,,,,,,,,,,0,74.19,"10,166,724.32","6,650,674.85","1,755,999.10","8,410,725.22","6,691,163.18","13,735,100.49","1,509.99",0,,"2,713,959.78"
비씨월드제약,신규상장,KQ,"15,700",2014-12-15,"13,405","15,620","18,408","28,795",25.22,3.24,20.92,2.77,119.23,30.82,3.96,"3,031,155","3,031,155","42,084,439,750","5,855,723",0.395373,"102,767,938,650",20.91,"3,900",267,"4,910.97",-290,"-5,330.09",0,0,50.18,14.74,10.48,8.54,6.38,17.5,29.98,12.21,76.42,89.74,35.76,33.99,21.27,473.5,394.85,82.46,67.59,8.01,8.68,6.54,6.45,2.70295,4.43051,0.60879,0.81459,2.06627,2.20711,49.82,35.44,"74,835,090.13","50,577,914.57","13,124,899.77","61,710,190.36","27,870,819.94","35,691,804.52","826,407","816,278.10","-4,386,819","-4,033,730.86"
랩지노믹스,이전상장,KQ,"13,200",2014-12-16,"7,147","12,589","16,502","15,248",38.68,3.81,22.72,2.87,20.58,44.86,4.28,"1,556,285","11,073","81,097,407","3,966,276",0.196805,"56,519,433,000",15.88,"2,450",240,"3,705.19",-241,"-3,706.17",0,0,50.65,11.28,10.43,14.05,9,36.74,67.48,92.08,36.91,51.66,66.3,120.38,46.43,229.4,224.91,68.3,61.57,11.37,17.71,10.77,10.88,2.29903,61.8748,0.86239,1.34726,3.54369,30.53301,49.35,39.38,"31,094,579.91","19,144,985.04","9,858,667.35","21,235,912.55","8,293,942.41","23,201,044.07","240,535.52","240,536","-1,232,894.66","1,943,962.61"
에이디테크놀로지,신규상장,KQ,"15,000",2014-12-16,"6,528","11,516","11,120","18,650",12.87,3.75,15.07,0.9,36.95,18.33,5,"4,831,619","4,831,619","29,303,147,850","4,009,695",0.561827,"56,135,730,000",23.15,"3,050",366,"4,534.91",-207,"-2,542.29",0,0,22.95,15.54,15.44,43.74,30.35,56.7,154.55,245.23,112.97,125.13,217.26,241.48,27.74,442.43,384.38,78.28,89.66,6.96,76.96,71.83,74.7,16.37446,21.45055,1.96577,2.83282,60.59951,16.5279,77.05,7.41,"47,412,223.79","42,509,095.67","10,296,546.69","37,115,677.10","17,887,904.36","68,482,209.14","143,005.80","142,500","9,171,382.47","11,801,899.29"
녹십자엠에스,신규상장,KQ,"6,000",2014-12-17,"8,510","24,912","19,815","22,405",34.32,4.6,34.08,1.21,19.42,45.43,6.09,"4,485,371","4,485,371","33,916,407,520","9,560,000",0.385754,"98,946,000,000",25.12,"2,310",307,"2,743.43",-283,"-2,510.43",0,0,18.41,5.47,4.57,15.57,7.82,31.21,58.99,70.65,21.28,21.94,86.74,93.65,65.38,206.7,137.76,60.47,76.43,6.57,12.89,9.94,9.68,3.4831,7.19677,1.71133,3.40625,11.0407,5.87216,81.59,12.94,"52,098,525.77","39,816,563","20,595,224.19","31,503,301.58","14,891,389.88","81,334,576.12","459,875.35","459,875","-6,600,231.02","-4,777,863.77"
하이로닉,이전상장,KQ,"51,000",2014-12-17,"14,660","28,420","24,100","20,180",47.36,18.45,58.54,10.92,45.6,65.7,25.6,"1,628,235","17,140","178,621,658","2,774,729",0.117362,"203,387,635,700",18.64,"12,500",32,"2,147.12",-24,"-1,589.82",0,0,67.23,33.53,28.26,23.52,20.55,70.02,110.62,108.27,470.55,488.28,139.28,139.67,13.93,"1,733.66","1,612.67",87.77,91.33,6.55,444.96,434.78,420.49,26.26144,8.82377,0.72713,0.83249,23.90119,2.89168,32.77,33.7,"53,398,463.16","48,769,066.77","6,529,099.56","46,869,363.60","13,261,118.14","22,816,567.95","18,191.65","18,192","2,299,114.38","4,516,630.60"
디티앤씨,신규상장,KQ,"18,500",2014-12-17,"26,050","26,850","27,000","24,800",37.71,11.23,35.47,8.64,31.95,54.16,13.83,"2,303,450","2,303,450","63,322,718,550","9,437,374",0.244077,"245,843,592,700",19.47,"5,500",128,"3,728.52",-95,"-2,825.74",0,0,53.45,33.8,26.35,17.74,12.87,38.68,88.75,59.49,159.8,295.17,68.4,73.62,27.16,484.15,484.15,78.64,51.48,16.7,11.29,8.97,8.84,5.62887,,0.48853,0.673,0.95046,,46.55,19.65,"81,216,845","41,813,213.11","17,347,242.43","63,869,602.57","15,102,462.89","27,474,396.14","1,050,688.44","1,050,688","-12,076,517.99","-12,295,785.60"
정다운,신규상장,KQ,"2,000",2014-12-17,"1,752","2,017","2,095","1,904",,,,,,2.11,0.32,"228,607","228,607","401,337,940","2,710,000",0.073342,"5,460,650,000",1.73,35,53,106.07,-68,-137.91,0,0,19.2,8.24,3.2,,,,,,,,,,228.96,91.81,63.84,30.4,32.1,52.03,3.11,2.06,2.33,,,,,,42.28862,80.8,10.96,"56,817,150.46","18,236,178","39,545,252.90","17,271,897.57","13,571,421.35","55,060,379.82","2,022,309.41","1,944,767",,"6,099,977.32"
셀바스헬스케어,신규상장,KQ,"2,000",2014-12-17,"10,000","10,400","11,600","11,425",,,,,,,,"56,939","56,939","569,853,185","5,400,000",0.052721,"10,800,000,000",0.75,15,75,149.26,-75,-149.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아이티센,이전상장,KQ,"7,500",2014-12-23,"3,770","7,029","10,490","8,813",17.84,1.51,12.51,0.2,-2.41,24.71,2.04,"4,603,287","20,245","73,287,132","4,311,520",0.459018,"37,812,030,400",24.69,"2,070",310,"2,397.49",-308,"-2,394.63",0,0,11.96,2.5,1.15,6.6,2.41,73.94,5.83,12.83,30.07,60.56,4.92,2.17,141.44,138.39,115.61,41.42,62.64,24.94,2.84,2.4,2.81,8.47233,17.61259,2.09035,5.72682,8.61048,15.50577,88.04,9.46,"129,422,107.85","81,068,612.56","75,816,809.04","53,605,298.81","16,309,020.97","239,266,191.57","2,645,422.19","2,133,973","15,657,947.28","16,084,600.27"
NEW,신규상장,KQ,"16,300",2014-12-23,"9,090","11,394","12,120","14,324",8.08,5.08,10.72,1.21,21.14,12.62,7.68,"4,288,226","4,288,226","36,765,231,250","13,203,053",0.162667,"239,635,411,950",14.79,"2,500",581,"9,832.14",-459,"-7,829.77",0,0,23.44,9.78,4.93,3.8,2.06,-50.98,-68.27,-83.82,52.63,58.89,-61.74,-62.78,38.81,307.82,307.82,72.04,84.78,7.17,7.96,7.52,5.93,3.54856,,0.41762,0.77197,85.69953,,76.56,13.66,"179,333,542.78","152,035,966.29","50,141,402.69","129,192,140.09","29,818,630.75","61,981,056.12","1,022,470.23","1,022,470","-5,908,675.39","-8,752,062.20"
아스트,신규상장,KQ,"9,500",2014-12-24,"8,208","10,077","13,406","24,623",-9.05,2.35,177.95,0.97,-6.36,-17.28,4.13,"8,535,037","8,535,037","69,922,042,670","12,516,293",0.621887,"112,646,637,000",24.93,"2,150","1,124","9,958.58","-1,010","-8,926.01",0,0,2.62,-4.58,-11.84,-21.36,-7.35,9.31,25.92,-20.94,19.71,39.41,-95.23,-39.23,151.1,106.26,59.78,39.82,53.07,42.51,0.01,-1.28,-0.83,4.18114,2.48911,0.62034,1.80323,1.41525,2.42401,97.39,7.19,"116,905,702.37","62,045,324.97","70,348,691.73","46,557,010.65","-8,092,938.57","66,551,246.22","3,799,496.91","3,683,752","-5,661,975.12","-6,802,298.12"
오킨스전자,신규상장,KQ,"7,100",2014-12-24,"6,325","6,600","9,800","6,475",37.89,2.69,9.4,1.46,6.8,54.47,3.87,"5,448,296","5,448,296","30,969,995,370","6,200,000",0.439379,"78,430,000,000",23.6,"2,670",140,"1,492.60",-139,"-1,476.08",0,0,31.59,14.17,10.69,17.16,8.8,26.14,149.24,244.09,36.72,80.25,40.8,138.46,72.94,199.11,147.26,57.82,43.59,29.21,16.38,7.38,7.69,9.67483,7.72396,0.82318,1.60605,1.55773,5.28363,68.41,17.43,"65,963,970.82","28,753,171.62","27,821,423.29","38,142,547.53","19,461,449.68","47,008,166.64","1,110,356.39","866,523","-1,422,734.12","-111,756.29"
서전기전,신규상장,KQ,"6,500",2014-12-24,"4,600","5,950","7,850","6,600",5.81,2.24,6.04,0.6,13.04,7.83,3.02,"2,170,570","2,170,570","9,726,554,710","4,849,390",0.223798,"44,614,388,000",13.95,"1,200",537,"4,792.52",-511,"-4,569.59",0,0,31.85,14.66,17.42,,,,,,,,,,24.43,376.13,311.15,80.37,67.67,0,333.28,322.6,234.85,,,,,,16.2738,68.15,17.19,"40,338,138.34","27,296,808.88","7,919,923.85","32,418,214.48","22,801,659.61","56,305,409.72","45,068.50","35,144",,"-3,743,776.87"
지란지교시큐리티,신규상장,KQ,"2,000",2014-12-24,"10,000","10,600","12,625","10,975",,,,,,,,"64,018","64,018","639,615,100","5,220,000",0.06132,"10,440,000,000",0.5,10,94,187.76,-95,-189.76,0,0,59.12,14.16,7.07,,,,,,,,,,39.83,293.57,293.57,71.52,75.43,0,16.45,3.93,19.84,,,,,,,40.89,44.96,"7,050,631","5,318,539","2,008,169","5,042,463","682,174","9,646,643","68,810","68,810",,"1,539,477"
바이오로그디바이스,신규상장,KQ,"2,000",2014-12-24,"2,010","2,140","2,315","2,460",,,,,,1.82,1.41,"320,563","320,563","645,841,350","5,100,000",0.062855,"10,251,000,000",0.99,20,-109,-220.68,99,200.43,0,0,25.89,18.58,13.96,53.26,25.13,-0.87,15.26,-3.38,152.86,103.36,30.66,16.11,141.45,121.35,111,41.42,63.62,27.53,72.89,58.92,56.35,3.73783,37.18149,1.7995,3.81426,6.17882,27.55585,74.11,7.31,"31,622,476","20,116,517","18,525,732","13,096,744","12,640,286","39,704,309","130,928","130,928","-11,870,514.55","-11,396,714"
에이팩트,신규상장,KQ,"1,500",2014-12-26,"2,220","2,325","2,190","2,080",13.61,0.78,3.05,0.89,1.71,18.37,1.06,"22,814,676","22,814,676","62,555,049,600","17,553,680",1.299709,"38,969,169,600",29.89,780,"3,235","9,119.52","-1,970","-5,440.45",0,0,15.08,7.35,9.39,7.13,4.44,-2.63,-39.11,39.61,-8.1,89.66,-6.89,-1.73,38.47,201.33,201.33,72.22,29.4,24.74,17.34,3.95,2.2,26.1632,,0.47271,0.75932,0.6332,,84.92,7.74,"63,861,548.56","18,775,705.60","17,742,544.17","46,119,004.39","17,122,098.18","31,518,526.77","1,053,358.93","1,053,359","15,381,205.68","13,777,352.83"
휴메딕스,신규상장,KQ,"28,000",2014-12-26,"28,074","70,758","56,220","88,748",20.23,13.22,21.44,7.85,20.78,24.41,15.16,"3,211,970","3,211,970","105,829,824,150","5,689,031",0.404344,"223,010,015,200",24.41,"10,900",273,"12,742.55",-90,"-4,287.02",0,0,48.66,27.46,22.76,19.44,16,23.95,6.44,-27.31,148.04,271.13,-10.89,-12.82,10.3,924.35,872.71,90.66,84.66,4.07,34.54,29.93,29.8,4.87661,11.27202,0.70303,0.85393,3.41084,5.78693,51.34,21.2,"59,164,572.95","50,087,398.20","5,525,047.53","53,639,525.41","11,247,000.17","29,181,641.07","279,122.77","268,905.72","4,891,993.58","6,055,477.79"
바디텍메드,신규상장,KQ,"2,000",2014-12-29,"18,225","20,230","23,192","51,942",,,,,,1.58,0.28,"27,111","27,111","494,561,285","4,600,000",0.053707,"9,200,000,000",0.75,15,124,247.82,-149,-297.82,0,0,63.39,29.07,27.97,,,,,,,,,,18.95,466.45,401.01,84.07,63.05,4.87,46.02,40.65,38.44,,,,,,5.24163,36.61,34.32,"48,485,125.84","30,567,696","7,723,199.60","40,761,926.23","21,709,833.46","30,701,111.07","711,072.71","232,195",,"4,614,103.36"
국일신동,신규상장,KQ,"1,700",2014-12-29,"2,745","2,745","2,425","2,325",10.76,0.69,11.67,0.62,6.42,14.91,0.96,"10,073,269","10,073,269","29,217,518,900","11,090,000",0.90832,"30,442,050,000",21.32,655,"1,978","5,942.73","-1,885","-5,661.17",0,0,11.14,5.51,3.89,3.75,2.59,-5.1,-33.93,-35.81,12.79,36.15,-25.96,-31.07,40.61,266.98,143.6,71.12,45.93,18.68,7.38,5.83,5.46,3.7258,3.66867,0.66606,0.96426,1.16031,3.25988,88.86,5.64,"53,599,346.90","24,618,738.95","15,479,486.16","38,119,860.75","32,648,996.75","33,676,665.42","339,473.06","339,473","-1,074,817.35","-1,779,657.50"
와이제이엠게임즈,신규상장,KQ,"5,500",2014-12-29,"1,902","2,490","1,892","2,380",3.67,2,3.83,0.41,-94.48,4.95,2.7,"21,724,345","21,724,345","47,555,682,470","2,693,705",1.612971,"25,617,134,550",28.34,"3,140",481,"5,190.49",-432,"-4,661.15",0,0,17.58,6.57,5.83,18.49,11.51,-15.5,-59.72,-55.41,8.8,3.23,-44.51,-50.45,35,368.05,262.73,74.08,85.74,8.18,52.61,44.52,35.89,6.17129,8.58375,1.9745,3.17087,19.19185,7.07446,82.42,11.02,"20,897,058.08","17,917,787.13","5,417,232.66","15,479,825.42","9,845,623.97","39,592,578.31","404,169.76","72,447","-1,810,827.85","-1,860,811.66"
스튜디오산타클로스,신규상장,KQ,"2,000",2014-12-29,"1,995","2,100","2,400","3,080",,,,,,,,"151,771","151,771","302,838,600","6,815,000",0.02227,"13,595,925,000",0.5,10,135,269.05,-135,-269.05,0,0,23.86,10.94,8.7,,,,,,,,,,125.12,211.61,200.69,44.42,68.94,19.35,11.95,10.14,10.11,,,,,,76.14818,76.14,12.92,"8,529,678","5,879,924","4,740,789","3,788,889","2,733,573","15,180,006","164,342","164,342",,"-2,420,215"
썸에이지,신규상장,KQ,"2,000",2014-12-29,"1,961","2,636","2,129","2,394",,,,,,,,"1,517,362","1,517,362","2,911,757,635","16,000,000",0.088346,"33,680,000,000",5.28,110,829,"1,706.90",-829,"-1,706.90",0,0,100,32.79,40.46,,,,,,,,,,24.13,934.94,934.94,80.56,89.38,0,,,,,,,,,,,67.22,"4,560,136","4,076,043","886,563","3,673,573","575,487","2,568,049",,0,,"-1,015,978"
포시에스,신규상장,KQ,"9,100",2015-02-11,"11,499","8,840","9,594","6,867",17.48,3.32,19.73,5.64,21.71,23.98,4.22,"6,420,718","6,420,718","76,185,554,800","6,212,799",0.742725,"99,404,784,000",16.51,"2,700",865,"13,904.06",-631,"-10,137.61",0,0,83.07,30.72,30.34,10.38,10.02,6.66,2.96,-15.81,3.86,4.64,4.26,-1.16,3.28,"2,646.76","2,646.76",96.83,83.94,0,,,,3.32928,,0.33023,0.3422,67.30358,,16.93,52.35,"43,237,590.91","36,293,201.62","1,371,233.65","41,866,357.25","23,601,797.21","14,013,008.61","17,171.51",0,"2,919,777.61","4,067,439.21"
FSN,신규상장,KQ,"2,000",2015-03-25,"2,310","2,505","2,540","2,565",,,,,,1.75,1.42,"1,626,556","1,626,556","3,728,794,260","5,350,000",0.304029,"12,358,500,000",5.83,135,473,"1,080.82",-426,-972.73,0,0,47.42,9.87,8.97,21.58,14.46,-6.12,-59.78,-69.27,25.57,20.09,-62.82,-64.45,46.53,303.59,303.59,68.25,91.83,0,380.31,360.34,350.72,3.27137,,1.61147,2.40413,118.21992,,52.59,37.55,"16,692,550","15,329,035","5,300,425","11,392,125","-767,991","24,160,664","9,268","6,799","-2,278,718.09","-530,217"
클래시스,신규상장,KQ,"2,000",2015-04-03,"2,170","2,270","2,200","2,135",,,,,,4.75,2.23,"1,260,743","1,260,743","2,719,075,630","5,500,000",0.229226,"11,935,000,000",1.85,40,431,927.65,-386,-831.74,0,0,75.29,26.51,29.74,62.46,45.39,14.84,50.66,77.36,62.15,49.47,69.96,74.47,36.25,320.15,266.86,73.39,82.46,0.27,"4,998.81","4,915.62","3,626.87",38.78088,17.97823,1.52627,2.10003,37.2728,4.44247,24.71,48.78,"12,155,050","10,023,546","3,233,933","8,921,117","8,821,117","14,996,489","6,521","1,096","2,204,548.50","2,960,784"
에이비프로바이오,신규상장,KQ,"15,000",2015-04-13,"4,127","3,187","2,920","2,646",14.11,3.26,12.9,2.42,357.68,17.34,3.83,"11,696,809","11,696,809","51,683,411,500","10,314,800",0.188702,"255,807,040,000",16.64,"4,500",552,"14,908.67",-287,"-7,926.56",0,0,28.99,16.48,19.48,17.61,11.72,-10.35,-25.91,1.83,14.76,18.07,-0.04,-3.69,31.96,"1,190.25",903.59,75.78,74.09,18.35,30.61,28.24,19.81,3.86537,3.57797,0.60133,0.9037,2.48627,2.54086,71.01,12.5,"137,026,755.68","101,527,355.04","33,184,007.06","103,842,748.62","60,064,927.12","77,101,166.60","641,426.12","641,426","-539,812.67","-2,531,269.88"
디알텍,신규상장,KQ,"2,000",2015-04-20,"2,580","2,790","2,400","2,130",,,,,,11.85,1.35,"1,100,549","1,100,549","2,717,496,565","4,433,000",0.248263,"11,437,140,000",13.89,335,38,94.95,-31,-77.44,0,0,44.16,4.94,8.73,,,,,,,,,,105.89,208.36,124.13,48.57,66.06,31.2,5.62,3.75,2.39,,,,,,5.32617,55.84,39.22,"23,711,118.66","15,664,174.01","12,194,918.76","11,516,199.90","4,878,995.56","30,197,273.55","833,088.26","623,437",,"130,935.23"
로보로보,신규상장,KQ,"2,000",2015-04-22,"2,484","2,242","2,193","2,067",,,,,,,,"3,041,257","3,041,257","8,111,029,255","2,800,000",1.054077,"7,168,000,000",28.19,840,640,"1,783.72",-612,"-1,712.38",0,0,41.95,15.96,15.24,,,,,,,,,,15.28,574.24,465.12,86.75,73.62,5.35,75.18,69.9,66.46,,,,,,7.46729,58.05,25.99,"12,708,750","9,355,703","1,684,262","11,024,488","9,568,601","11,435,751","135,935","27,470",,"1,201,924"
휴센텍,신규상장,KQ,"2,000",2015-04-28,"2,255","2,245","2,220","2,100",,,,,,,,"3,256,286","3,256,286","7,492,647,005","5,500,000",0.592052,"12,402,500,000",10.01,235,302,707.04,-437,"-1,014.10",0,0,18.75,11.08,9.22,,,,,,,,,,136.56,111.25,41.56,42.27,56.54,17.7,28.71,22.33,21.98,,,,,,6.08795,81.25,7.67,"10,397,355","5,878,909","6,002,130","4,395,224","1,157,739","13,796,483","69,532","69,532",,"372,681"
이노인스트루먼트,신규상장,KQ,"2,000",2015-05-08,"9,006","9,087","11,267","8,562",,,,,,,,"441,962","441,962","3,977,317,545","7,000,000",0.254978,"15,610,000,000",2.24,50,-313,-696.11,332,737.79,0,0,51.4,25.24,21.65,,,,,,,,,,75.2,283.78,204.29,57.08,81.01,19.92,52.11,49.13,48.2,,,,,,6.30321,48.6,26.16,"39,011,814","31,603,791","16,745,193","22,266,622","21,414,503","57,405,265","306,629","300,593",,"4,528,272"
토박스코리아,신규상장,KQ,"2,000",2015-05-13,"1,358","1,505","1,348","1,073",,,,,,32.95,19.51,"1,033,556","1,033,556","1,295,626,655","3,535,000",0.146189,"9,597,525,000",13.78,350,79,200.64,-78,-198.88,0,0,55.34,17.34,15.05,148.68,33.05,201.95,385.55,541.92,223.66,241.82,506.02,535.99,327.29,121.28,60.95,23.4,90.21,0,173.38,166.78,168.93,7.59171,5.36929,2.19624,9.88077,33.36174,2.39796,44.66,38,"8,643,986","7,797,654","6,620,995","2,022,992","1,537,992","12,424,895","12,756","12,756","-2,152,912.34","-1,502,440"
우정바이오,신규상장,KQ,"2,000",2015-05-18,"6,268","5,213","5,658","5,149",,,,,,15.4,2.41,"801,627","801,627","5,314,073,420","5,500,000",0.370623,"13,557,500,000",19.25,525,260,705.07,-245,-665.5,0,0,31.09,7.4,7.24,20.7,10.16,25.81,7.77,53.8,13.43,-17.25,-0.68,-7.2,89.69,128.91,86.23,52.72,51.41,22.59,11.47,9.74,11.85,11.09589,11.80935,1.40273,2.8571,4.87872,8.13837,68.92,23.69,"14,165,906","7,282,789","6,698,149","7,467,756","6,358,547","18,694,893","404,226","116,745","310,986.38","255,545"
제노포커스,신규상장,KQ,"11,000",2015-05-29,"12,650","19,650","13,700","11,900",66.44,15.99,113.15,23.57,-505.97,78.34,17.69,"294,938","294,938","3,662,794,300","6,754,667",0.021832,"170,893,075,100",13.95,"3,300",64,"1,567.19",-63,"-1,550.36",0,0,35.39,16.54,18.24,6.14,5.1,8,-21.1,-44.48,80.17,40.03,-9.71,-14.35,2.47,"1,902.11","1,831.61",97.59,38.43,0,74.18,66.1,59.32,4.32744,17.74229,0.27979,0.33664,0.69212,11.46356,64.61,18.85,"30,523,203.22","11,729,136.50","736,178.83","29,787,024.38","-898,067.31","6,640,038","54,686.16","18,510","-7,322,295.82","-5,270,828.60"
디딤,신규상장,KQ,"2,000",2015-06-10,"2,120","2,140","2,165","2,010",,,,,,20.82,2.13,"2,590,446","2,590,446","5,520,026,030","7,450,000",0.347711,"15,794,000,000",4.44,95,564,"1,202.23",-522,"-1,113.28",0,0,39.9,3.9,1.35,9.98,1.98,6.21,34.18,10.21,0.1,-11.55,33.18,30.83,371.53,39.63,32.38,21.21,21.19,64.72,3.68,2.02,2.08,37.62685,30.30292,1.47385,7.4166,3.36325,18.21217,60.1,36,"42,158,436.59","8,932,752.46","33,217,646.74","8,940,789.85","8,152,093.46","62,104,194.86","1,163,088.53","1,163,089","2,356,391.28","1,013,102.90"
픽셀플러스,신규상장,KQ,"30,000",2015-06-12,"29,000","30,600","26,050","16,500",11.29,2.23,6.63,1.82,18.35,11.87,2.34,"2,090,373","2,090,373","58,682,774,600","8,166,558",0.255967,"236,830,182,000",19.98,"5,550",335,"9,248.44",-323,"-8,899.39",0,0,27.08,8.74,10.72,10.31,9.59,-14.3,-57.43,-42.93,12.89,12.2,-47.64,-55.82,5.04,"1,915.58","1,652.66",95.2,90.33,0,,,,107.15634,7.59446,0.89381,0.96094,62.53211,5.53826,72.93,18.34,"126,027,041.90","113,845,726.67","6,051,286.05","119,975,755.85","106,845,872.85","106,214,922.37","1,185,685.12",0,"2,913,531.29","4,578,965.41"
러셀,신규상장,KQ,"2,000",2015-06-16,"2,020","2,145","2,120","2,000",,,,,,14.52,0.93,"2,116,259","2,116,259","4,295,465,410","4,750,000",0.445528,"9,595,000,000",2.7,55,518,"1,043.71",-517,"-1,042.65",0,0,21.58,4.08,5.07,6.72,5.3,5.15,-23.22,5.02,0.65,-1.55,11.3,12.33,27.53,298.39,178.09,78.41,64.41,17.63,28.71,25.78,18.21,6.14865,3.98199,1.04567,1.32442,3.62687,3.12269,78.42,17.5,"13,129,996","8,457,314","2,834,364","10,295,632","12,044,892","13,685,639","63,165","30,665","-952,433.43","-825,716"
싸이맥스,신규상장,KQ,"16,300",2015-06-17,"8,836","7,543","6,343","6,274",8.87,2.02,9.76,0.97,11.66,12.51,2.85,"3,175,190","3,175,190","30,408,438,500","5,354,863",0.374257,"74,968,082,000",17.94,"2,700",447,"6,852",-441,"-6,769.94",0,0,16.26,7.19,2.83,,,,,,,,,,38.96,471.42,414.79,71.96,60.25,17.92,17.93,11.59,34.8,,,,,,18.02316,83.74,9.07,"71,188,260.99","42,890,326.44","19,959,031.31","51,229,229.68","24,416,064.32","55,440,223.88","258,091.35","114,457.05",,"-6,901,476.44"
넵튠,신규상장,KQ,"2,000",2015-06-18,"10,075","11,000","10,900","10,000",,,,,,-2.79,-2.3,"273,015","273,015","2,750,154,940","5,124,000",0.266408,"10,324,860,000",1.24,25,538,"1,082.95",-516,"-1,038.47",0,0,100,28.46,28.53,22.09,14.67,536.53,397.18,176.99,"1,095.96",435.99,199.98,191.24,18.29,243.3,243.3,84.54,24.05,3.22,14.65,13.52,10.75,5.44226,,0.51434,0.7742,44.03062,,,71.55,"35,888,507","8,631,185","5,549,413","30,339,093","-2,258,862","10,001,138","264,666","264,666","3,191,167.01","2,547,209"
미래생명자원,신규상장,KQ,"2,000",2015-06-18,"2,030","2,185","2,125","2,005",,,,,,5.59,0.49,"1,426,026","1,426,026","2,879,021,080","3,530,000",0.403973,"7,165,900,000",1.98,40,105,208.94,-30,-55.63,0,0,16.61,1.36,1.63,,,,,,,,,,36.86,320.82,255.1,73.07,74.13,14.88,21.63,17.37,17.69,,,,,,19.49644,83.39,15.25,"19,984,257","14,813,920","5,382,445","14,601,812","15,464,054","35,477,176","27,284","27,284",,"3,102,397"
베셀,이전상장,KQ,"9,000",2015-06-19,"5,204","4,383","4,148","4,543",5.69,2.57,5.61,0.6,16.42,7.07,3.19,"5,519,493","59,926","324,301,688","4,119,655",0.670385,"42,844,412,000",33.12,"3,950",785,"9,214.79",-342,"-4,292.85",0,0,32,15.06,13.62,28.15,12.23,-7.73,5.52,18.53,34.09,25.26,4.87,6.92,78.81,218.32,218.32,55.93,69.81,15.45,16.85,16.09,13.73,2.70141,"1,065.54",0.89852,2.06767,4.50092,724.55145,68,16.94,"67,258,749.26","46,954,384.89","29,643,450.75","37,615,298.52","18,149,858.69","52,751,850.36","1,118,752.95","578,773","-7,160,373.47","-4,394,763.85"
에스엘바이오닉스,신규상장,KQ,"11,300",2015-06-25,"10,086","9,175","6,220","6,106",8.81,3.33,7.07,1.14,8.06,12.46,4.2,"3,784,367","3,784,367","33,854,203,550","5,200,000",0.490984,"77,740,000,000",28.68,"3,750",468,"5,877.43",-420,"-5,310.11",0,0,20.41,11.68,8.96,19.41,11.77,18.93,-22.37,-17.74,26.49,43.87,2.08,-26.4,43.97,247.76,218.37,69.46,49.92,15.76,42.69,21.94,25.56,7.55541,17.17103,1.31408,2.16725,2.88796,13.66593,79.59,8.74,"48,661,379.34","24,291,564.83","14,862,118.08","33,799,261.26","8,159,885.54","57,249,639.31","279,821.73","261,531","-5,740,789.02","-4,878,763.11"
