종목명,상장유형,시장구분,공모가(원),상장일,수정주가,1달 후 수정고가,3달 후 수정고가,6달 후 수정고가,P/E(FY0),P/B(FY0),EV/EBITDA(FY0),P/S(FY0),P/C(FY0),Market to Earnings(FY0),Market to Book(FY0),수정거래량,일평균수정거래량,일평균거래대금,상장주식수,거래량회전율,시가총액,일중변동률,일중실질변동범위,개인 순매수수량(일간),개인 순매수대금(일간),기관&외국인총합계 순매수수량(일간),기관&외국인총합계 순매수대금(일간),총합계 순매수수량(일간),총합계 순매수대금(일간),매출총이익률,영업이익률,순이익률,ROE,ROA,매출액증가율(YoY),영업이익증가율(YoY),순이익증가율(YoY),총자산증가율,유동자산증가율,EBITDA증가율(YoY),EBIT증가율(YoY),부채비율,유동비율,당좌비율,자기자본비율,유동자산구성비율,차입금의존도,EBITDA/이자비용,EBIT/이자비용,이자보상배율,매출채권회전율,재고자산회전율,총자산회전율,자기자본회전율,유형자산회전율,매출원가/재고자산,매출원가율,판관비율,자산총계,유동자산,부채총계,자본총계,이익잉여금,매출액,금융비용,이자비용,Free Cash Flow1,Free Cash Flow2
이큐셀,신규상장,KQ,"6,500",2015-06-26,"43,945","28,835","29,950","58,481",31.2,8.17,14.52,3.34,16.28,21.76,5.7,"1,204,975","1,204,975","50,556,027,150","5,813,000",0.70072,"75,569,000,000",26.09,"3,000",333,"3,727.05",-312,"-3,448.84",0,0,27.43,13.03,11.29,,,,,,,,,,67.38,169.28,162.53,59.74,66.16,15.94,21.2,17.71,16.82,,,,,,57.51964,72.57,14.39,"53,475,498.35","35,376,664.85","21,527,139.73","31,948,358.62","18,226,035.60","55,853,400.33","432,916.22","432,916",,"-3,380,904.35"
코아스템,신규상장,KQ,"16,000",2015-06-26,"41,600","37,550","22,650","19,400",-75.1,47.46,-139.05,39.33,-208.57,-96.13,56.7,"699,441","699,441","28,917,456,000","15,717,440",0.044501,"653,845,504,000",26.09,"9,600",354,"14,566.76",-289,"-11,870.37",0,0,32.7,7.36,1.49,0.67,0.5,42.99,175.83,104.38,108.29,237.38,131.87,107.48,11.72,987.68,979.02,89.51,69.64,0,100.13,28.18,91.78,2.8106,59.00088,0.33479,0.44883,1.54761,39.70968,67.3,25.33,"74,954,410.10","52,196,610.11","7,862,257.66","67,092,152.44","825,799.86","18,571,078.69","1,030,950","14,902","-4,722,795.51","-2,900,233.32"
켐온,신규상장,KQ,"2,000",2015-06-26,"2,055","2,165","2,110","1,990",,,,,,9.25,1.38,"1,752,399","1,752,399","3,560,974,785","7,000,000",0.250343,"14,385,000,000",1.97,40,723,"1,464.30",-632,"-1,275.43",0,0,30.93,21.31,17.28,21.6,14.93,10.37,48.94,62.57,21.21,48.22,43.64,52.98,42.8,222.38,222.14,70.03,47.81,0,,,,3.3254,161.37099,0.86431,1.2503,1.67959,111.45513,69.07,9.63,"18,545,976","8,866,568","5,558,612","12,987,365","6,227,842","14,626,989",,0,"2,117,286.72","2,929,558"
동운아나텍,신규상장,KQ,"10,000",2015-06-30,"5,181","5,222","4,716","4,371",11.58,3.29,,,,,,,,,,,"71,385,600,000",20.24,"2,500",287,"3,493.13",105,"1,293.27",0,0,39.13,14.59,14.11,28.89,21.02,27.94,51.64,39.66,31.96,38.39,45.51,53.91,22.82,668.92,488.01,81.42,76.52,0,46.36,39.7,41.32,7.06373,5.93624,1.48939,2.04688,136.90799,3.61354,60.87,24.53,"43,445,926.34","33,244,456.73","8,072,641.17","35,373,285.17","23,535,273.33","56,872,561.64","1,072,391.01","200,860","6,041,717.06","8,887,413.91"
유테크,신규상장,KQ,"9,000",2015-06-30,"5,429","8,381","5,704","7,230",9.42,1.83,6.31,0.77,7.35,12.74,2.27,"4,066,240","4,066,240","23,544,868,300","4,915,300",0.413941,"53,331,005,000",17.56,"2,050",320,"3,867.20",-220,"-2,708.21",0,0,16.14,7.2,4.7,6.84,3.13,-14.59,-52.6,-50.78,5.71,39.62,-22.25,-48.67,84.08,277.67,246.15,54.32,44.53,37.58,10.73,3.83,3.44,4.07154,18.05775,0.66729,1.45623,1.15583,15.14331,83.86,8.94,"67,563,919.92","30,086,675.07","30,860,820.06","36,703,099.86","19,192,470.48","43,867,257.13","2,986,140.15","918,757","11,451,463.55","10,405,471.82"
민앤지,신규상장,KQ,"28,000",2015-06-30,"22,425","18,150","19,625","16,650",40.74,19.71,40.99,12.18,43.17,48.24,23.33,"3,755,096","3,755,096","97,157,190,800","5,682,814",0.330391,"254,874,207,900",43.85,"24,350",321,"17,463.54",-112,"-6,807.86",0,0,100,41.32,32.96,30.34,25.4,50.62,82.64,66.07,177.75,190.71,80.89,80.13,8.31,"1,110.55","1,110.55",92.33,85.17,0,284.4,270.68,286.51,7.73808,,0.77056,0.92068,46.19719,,,58.68,"50,811,004.52","43,273,976.81","3,896,636.61","46,914,367.91","19,301,212.41","26,624,894.95","38,400.51","38,401","5,665,910.88","11,114,696.43"
RFHIC,신규상장,KQ,"2,000",2015-06-30,"10,293","12,001","11,074","10,123",,,,,,1.1,0.16,"168,634","168,634","1,717,476,320","6,830,000",0.120448,"14,411,300,000",2.15,45,-103,-216.19,105,220.3,0,0,32.62,6.12,8.96,4.67,3.58,-22.61,-79.93,-66.13,-0.09,-3.42,-62.58,-71.74,27.02,376.91,166.79,78.73,74.32,17.39,25.79,17.27,11.97,6.72967,0.92881,0.39892,0.52053,1.76829,0.62588,67.39,26.5,"124,494,990","92,519,010","26,480,707","98,014,284","49,585,203","49,686,746","687,208","253,929","-12,169,493.62","-14,791,838"
켐트로스,신규상장,KQ,"2,000",2015-07-27,"2,220","3,800","2,605","2,035",50.58,2.83,6.4,1.99,16.29,11.9,0.67,"1,318,133","1,318,133","3,249,975,850","3,020,000",0.436468,"6,704,400,000",27.9,715,204,502.26,-202,-496.85,0,0,18.76,10.73,8.81,20.5,9,93.07,313.77,331.09,112.24,105.99,160.8,281.07,169.34,368.96,261.41,37.13,40.96,50.78,8.51,6.24,5.72,5.71218,8.58414,1.02216,2.32814,1.7961,6.97351,81.24,8.04,"36,677,628","15,021,455","23,060,010","13,617,619","7,535,354","27,577,421","517,077","516,877","-7,813,164.17","-7,871,888"
로지시스,신규상장,KQ,"2,500",2015-07-29,"5,430","5,430","6,490","4,610",22.28,3.37,17.71,1.21,139.48,29.06,4.4,"16,989,945","16,989,945","82,024,638,470","9,340,922",1.818872,"50,721,206,460",38.42,"1,750","1,290","5,678.99","-1,229","-5,425.08",0,0,6.93,1.45,1.75,4.41,3.13,7.94,-73.8,-65.44,30.83,36.8,-61.87,-70.64,38.11,426.72,422.73,72.41,77.74,0,,,,9.72773,246.37815,1.79405,2.52828,33.10359,229.31459,93.07,5.48,"21,842,317.15","16,979,842.20","6,026,618.63","15,815,698.52","7,028,210.45","34,569,076.68",,0,"1,847,873.07","2,732,418.36"
아이쓰리시스템,신규상장,KQ,"36,000",2015-07-30,"29,192","24,587","36,390","32,766",28.79,6.93,22.26,4.9,293.26,36.59,8.81,"5,425,017","5,425,017","197,917,590,000","3,317,400",0.823088,"192,409,200,000",39.65,"27,100",97,"7,075.56",-5,-153.57,0,0,24.18,13.13,16.68,17.87,11.06,26.1,9.86,23.61,54.84,132.84,10.78,19.62,40.31,331.43,237.16,71.27,66.5,13.69,29.1,19.89,14.66,11.78007,3.20709,0.66286,1.07122,2.14156,2.43158,75.82,11.05,"71,463,505.68","47,526,084.56","20,529,019.20","50,934,486.48","22,085,846.90","38,981,759.80","368,634.18","349,021","1,552,299.01","1,859,813.21"
아시아경제,신규상장,KQ,"3,600",2015-07-31,"4,210","3,855","3,270","2,635",14.02,2.88,8.09,1.12,21,17.71,3.64,"22,105,692","22,105,692","82,080,943,125","25,244,030",0.87568,"106,277,366,300",36.19,"1,290","4,008","14,121.78","-3,769","-13,277.57",0,0,52.3,17.51,10.29,11.67,8.38,-23.13,11.22,-15.86,42.95,59.53,-0.95,2.12,32.8,334.77,314.9,75.3,73.47,9.31,44.67,38.32,42.51,5.06416,20.68011,0.81431,1.13383,4.64851,9.86475,47.7,34.78,"83,795,634.39","61,563,870.45","20,698,431.57","63,097,202.83","6,584,309.54","57,985,663.74","238,875.96","238,876","4,622,519.70","7,358,024.03"
칩스앤미디어,이전상장,KQ,"10,500",2015-08-05,"6,316","2,985","3,424","3,832",18.07,2.9,18.55,4.21,13.65,22.13,3.56,"19,831,289","160,512","934,912,259","3,397,702",2.247731,"55,722,312,800",26.75,"4,200",507,"8,088.55",-490,"-7,808.50",0,0,100,19.48,24.19,14.21,12.39,11.48,15.66,15.76,42.13,38.39,27.46,26.52,8.78,"1,052.62","1,052.62",91.93,73.47,0,178.11,142.58,123.61,2.8354,,0.51229,0.58726,23.53789,,,80.52,"27,612,999.48","20,287,162.72","2,227,517.85","25,385,481.63","8,928,679","12,049,114.42","46,359.39","18,992","1,172,539.26","2,930,743.70"
쎄노텍,신규상장,KQ,"2,000",2015-08-06,"4,065","2,320","2,130","2,240",,,,,,4.09,0.61,"6,231,880","6,231,880","20,478,814,370","3,300,000",1.888448,"13,414,500,000",37.89,"1,295",806,"2,587.72",-711,"-2,281.32",0,0,36.41,19.31,17.05,25.81,15.05,2.6,36.45,69.99,16.74,13.8,42.29,61.79,87.42,162.92,77.74,53.36,59.6,34.29,18.06,15.67,13.99,4.07542,2.79227,0.88297,1.51442,2.46981,1.77573,63.6,17.1,"39,906,973.48","23,785,329.34","18,614,273.60","21,292,699.88","21,038,824.61","32,709,741.89","454,580.61","451,481","207,305.92","1,635,037.82"
흥국에프엔비,신규상장,KQ,"20,000",2015-08-07,"10,400","8,260","6,800","6,130",42.64,11,35.87,7.44,42.08,57.09,14.27,"2,608,640","2,608,640","27,024,388,000","6,716,250",0.077681,"349,245,000,000",26.09,"12,000",86,"4,446.22",48,"2,553.03",0,0,43.86,21.69,16.66,14.92,11.37,13.11,7.99,7.93,82.79,87.95,6.19,3.85,17.29,348.06,234.49,85.26,37.37,9.85,32.59,25.56,26.37,12.21127,4.56791,0.68235,0.89579,1.44576,2.56467,56.15,22.16,"75,093,403.89","28,058,923.86","11,068,029.23","64,025,374.67","25,684,942.16","39,636,081.45","406,847.78","325,999","-7,390,440.24","-7,275,073.36"
마이더스AI,신규상장,KQ,"2,000",2015-08-13,"3,150","2,215","2,170","1,980",,,,,,9.78,1.04,"15,715,960","15,715,960","60,465,765,625","3,100,000",5.069665,"9,765,000,000",31.49,"1,170","1,478","5,711.18","-1,234","-4,747.26",0,0,35.29,8.43,13.13,20.59,11.35,9.01,0.21,116.26,25.06,46.32,104.36,247.42,82.52,152.11,148.7,54.79,64.47,16.52,50.41,37.74,24.72,3.03179,75.40049,0.86459,1.56857,4.40835,48.79295,64.71,26.85,"21,137,792","13,626,743","9,556,861","11,580,931","8,630,106","16,444,696","142,712","56,115","1,369,063.73","-547,891"
파인텍,신규상장,KQ,"10,500",2015-08-17,"10,087","6,105","4,931","3,840",11.3,3.35,9,0.31,5.58,14.65,4.34,"6,948,222","6,948,222","86,822,274,150","4,997,621",0.820091,"85,459,319,100",45.38,"9,950",535,"12,064.01",-445,"-10,002.99",0,0,13.6,5.57,1.47,8.9,2.79,-2.57,22.51,-48.18,-1.37,-5.69,-18.4,-35.29,122.76,142.29,123.87,44.89,56.12,32.17,4.98,2.57,4.95,6.55746,19.42761,1.89645,6.04432,5.59702,16.78618,86.4,8.03,"107,575,018.86","60,370,162.05","59,282,113.10","48,292,905.76","15,701,988.85","205,426,461.61","14,292,177.03","2,308,406","-4,067,064.68","2,526,866.63"
웹스,신규상장,KQ,"7,200",2015-08-24,"4,000","3,595","3,100","2,835",10.8,1.89,9,1.29,9.55,15.04,2.44,"9,201,320","9,201,320","44,895,953,800","6,254,000",0.735635,"50,032,000,000",43.9,"4,500",884,"9,158.44",-785,"-8,147.19",0,0,32.8,11.98,9.64,,,,,,,,,,62.48,294.18,234.11,61.55,45.85,32.24,10.27,6.26,6.27,,,,,,6.44193,67.2,20.82,"61,867,008.28","28,367,553.66","23,789,209.37","38,077,798.91","18,417,008.26","27,765,283.92","868,421.87","530,570",,"-6,945,357.12"
맘스터치,신규상장,KQ,"2,000",2015-08-28,"2,155","2,105","2,010","2,010",,,,,,2.71,1.88,"2,379,541","2,379,541","5,143,436,380","6,750,000",0.352525,"14,546,250,000",2.77,60,445,961.51,-376,-811.97,0,0,26.64,5.92,4.06,52.14,16.83,87.06,30.39,12.34,72.28,126.93,33.33,25.33,194.29,117.62,44.59,33.98,56.73,24,30.33,27.35,29.38,40.84553,14.06119,4.14247,12.83261,9.82598,10.31537,73.36,20.72,"45,404,091","25,757,089","29,975,453","15,428,638","12,867,907","148,630,306","426,775","299,521","-2,080,778.94","-2,172,627"
씨아이에스,신규상장,KQ,"2,000",2015-09-02,"2,160","2,110","2,020","2,005",,,,,,-24.63,0.63,"3,395,211","3,395,211","7,274,518,050","7,000,000",0.48503,"15,120,000,000",3.48,75,244,512.54,-614,"-1,314.34",0,0,33.12,9.32,10.9,6.29,3.18,24.15,208.67,355.48,111.27,156.1,310.54,228,159.21,136.32,115.84,38.58,79.9,4.22,27.02,22.52,19.84,8.9764,2.14341,0.29198,0.577,1.35042,1.43347,66.88,23.81,"66,880,354","53,437,192","41,078,629","25,801,724","21,688,941","14,385,508","146,497","67,565","1,259,014.47","2,236,823"
인포마크,신규상장,KQ,"14,000",2015-09-23,"20,100","21,650","13,500","19,300",15.97,3.86,17.42,0.77,8.99,20.78,4.87,"2,008,207","2,008,207","47,013,467,900","3,503,708",0.573166,"70,424,530,800",35.4,"8,150",364,"8,884.77",-274,"-6,631.45",0,0,28.42,-1.88,-1.3,-3.29,-1.67,-26.14,-123.75,-120.01,18.81,14.01,-90.91,-135.67,65.09,171.51,46.57,60.57,66.78,31.91,0.72,-2.13,-1.55,10.59786,2.82055,1.28098,2.53034,29.14629,2.01884,71.58,30.31,"44,241,217.89","29,545,284.52","17,443,418.58","26,797,799.31","5,616,136","52,185,321.31","1,582,921.85","632,842","-8,234,966.77","-3,805,754.46"
제너셈,신규상장,KQ,"10,500",2015-09-25,"5,255","4,519","5,670","5,550",6.41,2.95,8.15,1,11.65,9.16,4.21,"6,379,843","6,379,843","34,666,078,850","4,384,587",0.728166,"46,038,163,500",13.33,"1,450",726,"7,968.17",-418,"-4,581.31",0,0,36.38,16.06,14.29,24.18,13.8,5.19,-3.06,-3.79,79.29,116.07,-5.77,-6.06,54.82,223.64,183.98,64.59,60.95,18.31,40.45,38.84,37.05,4.52448,8.66716,0.96571,1.69273,2.35885,5.51389,63.62,20.33,"45,020,227.11","27,440,328.02","15,940,249.15","29,079,977.96","10,469,319.20","33,863,187.66","544,280.25","146,743","-2,971,809.79","-2,344,963.08"
타이거일렉,신규상장,KQ,"6,000",2015-09-25,"7,430","6,630","5,340","4,930",12.28,1.75,8.29,1.31,11.09,14.98,2.14,"4,719,711","4,719,711","31,041,828,260","5,589,290",0.84442,"41,528,424,700",26.18,"1,720","1,069","7,024.80","-1,026","-6,723.06",0,0,19.34,11.22,8.52,8.51,6.09,3.95,-13.64,-17.26,25.28,62.06,-7.94,-16.36,21.5,468.84,380.41,82.3,54.99,6.78,13.92,8.83,8.27,4.6122,6.7528,0.71486,0.99902,1.56774,5.44716,80.67,8.12,"41,887,682.91","23,035,368.31","7,413,425.89","34,474,257.02","19,428,889.19","26,923,155.85","489,930.63","365,167","401,404.06","954,790.65"
넷게임즈,신규상장,KQ,"2,000",2015-09-25,"10,450","10,775","10,025","9,950",,,,,,-20.91,7.39,"352,672","352,672","3,671,285,465","9,050,000",0.194846,"18,914,500,000",1.44,30,133,272.86,-92,-187.4,0,0,100,14.84,25.25,42.86,20.22,,226.77,270.6,2.83,836.22,257.33,226.36,66.78,242.29,242.29,59.96,76.68,12.28,2.44,2.1,2.11,2.0873,,0.80084,1.69746,36.4636,,,85.16,"7,736,622.81","5,932,414.12","3,097,840.74","4,638,782.07","-6,283,970","6,110,510.45","430,416.43","430,416","-3,439,275.97","-3,908,837.41"
패션플랫폼,신규상장,KQ,"2,000",2015-10-05,"2,100","2,065","2,045","2,005",,,,,,6.6,2.1,"1,550,463","1,550,463","3,252,515,820","5,105,000",0.303715,"10,720,500,000",1.19,25,-67,-141.03,59,124.79,0,0,48.43,11.52,8.92,40.42,16.37,40.76,64.61,59.03,53.65,49.93,58.78,61.58,148.81,146.31,53.92,40.19,87.5,21.88,42.08,38.79,40.19,8.92096,3.32662,1.83661,4.53413,33.1957,1.71547,51.57,36.91,"19,115,770","16,726,982","11,432,851","7,682,918","5,707,398","28,978,622","83,103","83,099","-340,091.01","-363,918"
한송네오텍,신규상장,KQ,"2,000",2015-10-06,"2,100","2,105","2,010","2,005",,,,,,7.1,1.16,"1,351,917","1,351,917","2,844,058,305","4,450,000",0.303802,"9,345,000,000",0.71,15,169,356.71,-141,-297.73,0,0,12.86,3.21,2.38,14.28,5.31,58.67,0.43,2.35,20.38,32.53,-4.38,-0.66,156.52,134.42,118.06,38.98,72.81,30.6,6.4,4.8,5.02,3.98181,24.44267,2.22955,5.99663,8.01079,21.299,87.14,9.65,"27,713,214","20,179,234","16,909,783","10,803,431","6,463,261","56,557,315","454,099","361,258","792,568.03","856,837"
케이엠제약,신규상장,KQ,"2,000",2015-10-08,"2,000","1,995","1,905","1,886",,,,,,8.23,2.41,"2,094,665","2,094,665","4,189,481,660","4,500,000",0.443315,"9,450,000,000",0.48,10,167,350.95,-126,-264.66,0,0,40.73,19.51,13.83,41.57,17.63,92.53,94.74,93.51,45.44,29.6,75.08,87.89,120.68,102.42,52.46,45.32,36.34,40.14,17.13,15.8,16.6,14.70725,7.87068,1.27495,3.00718,2.32596,4.66506,59.27,21.22,"14,938,670.19","5,429,180.84","8,169,219.59","6,769,450.60","6,074,450.60","16,070,640.36","188,887.45","188,887","-745,466.83","-560,955.46"
뉴지랩파마,신규상장,KQ,"8,900",2015-10-13,"4,325","3,670","3,830","3,440",10.36,1.5,10.15,0.42,6.98,18.65,2.69,"8,256,878","8,256,878","39,022,593,580","5,744,821",0.718637,"49,692,701,650",17.41,"1,650",801,"7,715.69",-760,"-7,315.95",0,0,12.83,5.54,4.59,12.56,9.12,11.2,8.92,26.45,30.2,45.79,10.37,12.32,18.73,639.93,433.96,84.22,75.24,3.77,27.36,21.59,20.79,8.71404,8.89714,1.98876,2.73943,9.36488,7.75553,87.17,7.29,"41,785,985.95","31,440,628.94","6,593,013.67","35,192,972.28","20,711,079.65","73,464,989.28","527,066.98","195,821.84","-1,797,305.96","-866,173.40"
엑시콘,이전상장,KQ,"10,000",2015-10-22,"8,566","8,220","7,675","7,606",9.79,1.49,8.6,1.55,"-3,667.21",12.74,1.94,"1,056,468","15,037","176,802,406","8,883,500",0.117774,"76,842,275,000",18.49,"1,760",338,"3,191.60",-320,"-3,012.64",0,0,28.34,10.15,11.93,12.02,8.04,39.24,-2.17,4.72,34.39,81.07,-3.48,1.54,37.49,332.93,265.55,72.73,53.73,19.48,17.41,10.4,9.04,6.69434,5.25855,0.67377,1.00772,1.92557,3.76808,71.66,18.2,"90,135,933.30","48,427,649.99","24,577,259.12","65,558,674.18","36,887,333.03","52,960,638.47","706,095.34","594,404","7,915,588.86","11,208,347.67"
KH E&T,신규상장,KQ,"2,000",2015-10-22,"2,080","2,015","2,005","1,970",,,,,,6.59,1.1,"1,144,309","1,144,309","2,380,127,610","5,315,000",0.215298,"11,055,200,000",1.45,30,69,140.41,-28,-54.3,0,0,36.27,14.21,12.15,27.69,17.52,13.07,53.64,81.4,-8.1,-13.99,38.38,59.69,39.79,201.11,200.54,71.54,50.78,3.61,268.76,217.05,219.75,5.48187,"1,484.99",1.44178,2.27775,5.93247,946.34126,63.73,22.06,"16,630,403","8,444,586","4,733,536","11,896,867","10,485,170","25,033,963","35,057","16,188","400,023.92","1,120,440"
엔케이맥스,신규상장,KQ,"17,000",2015-10-23,"12,900","13,175","20,875","20,800",-29.91,-80.78,-48.63,104.08,-34.5,-44.5,-108.48,"4,301,476","4,301,476","62,619,133,700","10,072,552",0.213525,"259,871,841,600",43.42,"13,200",116,"4,152.55",-104,"-3,745.47",0,0,68.76,-253.78,-213.84,-40.77,-26.86,49.75,-25.88,7.99,323.09,398.48,8.8,6.88,12.56,"2,439.93","2,186.30",88.84,92.58,6.26,-105.17,-113.08,-135.11,9.39009,1.04024,0.12559,0.19066,1.83187,0.32498,31.24,322.54,"32,368,511.45","29,965,394.39","3,611,097","28,757,414.44","-18,306,211.02","2,513,084.44","227,295.40","47,204.30","-8,999,988.46","-8,453,891.30"
연우,신규상장,KQ,"25,200",2015-11-02,"36,550","34,950","39,900","44,250",42.12,4.21,21.62,2.16,20.91,48.7,4.87,"3,053,822","3,053,822","97,377,483,800","11,552,600",0.264341,"422,247,530,000",28.26,"9,050",282,"8,787.53",-260,"-8,085.82",0,0,18.13,9.47,7.68,12.42,8.16,17.98,55.26,76.26,30.68,68.78,42.52,61.86,33.07,261.26,220.72,75.15,40.76,11.49,22.4,14.66,13.74,6.77978,16.27317,1.06337,1.618,2.03659,13.32314,81.87,8.65,"212,135,413","86,461,525","52,715,759","159,419,653","86,244,660","199,099,179","3,092,486","1,373,153","-2,212,933.78","1,747,213"
더블유게임즈,신규상장,KQ,"65,000",2015-11-04,"62,500","52,800","37,900","36,850",28.28,19.23,33.75,11.17,29.58,37.97,25.81,"3,598,541","3,598,541","240,681,637,400","17,089,768",0.210567,"1,068,110,500,000",13.57,"9,100",751,"50,042.45",-614,"-40,783.50",0,0,100,26.05,27.9,16.68,15.77,71.83,8.81,22.41,653.43,655.95,12.76,12.51,3.88,"2,967.63","2,967.63",96.26,97.5,0,,,,10.4493,,0.56518,0.59784,215.24138,,,73.95,"382,513,664.48","372,939,161.33","14,291,186.86","368,222,477.62","74,144,356.55","122,441,546.38",,0,"18,643,296.05","37,771,582.34"
본느,신규상장,KQ,"2,000",2015-11-05,"2,025","2,000","2,000","1,960",,,,,,48.08,38.35,"1,678,357","1,678,357","3,386,712,220","6,500,000",0.258209,"13,162,500,000",0.99,20,520,"1,047.88",-393,-793.26,0,0,32.89,12.11,16.19,65.98,35.85,90.19,202.05,563.26,294.01,276.16,382.25,481.66,56.56,272.71,222.46,63.87,88.56,10.24,121.01,117.9,78.68,8.57832,11.37957,2.2143,4.07548,161.09254,7.63668,67.11,20.78,"8,079,376","7,154,840","2,918,774","5,160,603","1,733,903","11,215,343","17,263","17,263","378,813.62","628,058"
유앤아이,신규상장,KQ,"30,000",2015-11-12,"24,350","22,550","27,100","22,450",80.69,14.75,63.82,8.01,167.73,110.34,18.52,"1,284,601","1,284,601","34,769,985,000","7,037,087",0.182547,"171,353,068,450",18.11,"4,850",296,"8,049",-273,"-7,400.94",0,0,64.47,-8.47,-5.56,-2.25,-1.44,-6.67,-157.78,-152.21,120.49,203.41,-82.17,-116.89,23.2,935.74,791.97,81.17,78.56,12.2,1.11,-0.79,-2.64,2.17704,1.81194,0.2594,0.40489,1.17062,0.64379,35.53,72.94,"77,423,332.73","60,821,186.82","14,577,704.42","62,845,628.31","4,336,544.12","14,595,946.25","1,388,867.13","468,787","-8,899,065.91","-5,993,569.03"
나무가,신규상장,KQ,"37,000",2015-11-12,"8,271","14,035","18,170","14,260",47.91,4.51,16.48,0.4,-21.19,52.97,4.98,"2,950,299","2,950,299","25,316,592,000","2,924,383",0.252844,"96,504,639,000",20.62,"7,000",168,"5,667.94",-210,"-7,224.68",0,0,12.19,6.36,2.1,21.31,5,84.97,"1,342.51",365.67,50.39,60.89,217.4,363.28,238.22,122.36,94.95,29.57,75.45,27.47,8.24,5.85,8.35,10.74665,11.99967,2.3797,10.14145,9.48348,10.53738,87.81,5.83,"203,857,810.07","153,817,851.13","143,583,680.55","60,274,129.52","18,274,442.67","403,847,036.35","13,693,049.07","3,072,032.44","14,477,088.38","24,339,394.17"
아이진,이전상장,KQ,"13,500",2015-11-16,"9,936","9,784","17,066","17,369",-34.25,26.66,-43.41,651.59,-41.9,-44.77,33.99,"2,092,571","27,719","332,496,731","10,000,000",0.158717,"131,000,000,000",17.78,"2,400",536,"7,072.82",-482,"-6,364.93",0,0,100,"-4,804.23","-4,552.80",-36.8,-32.79,-30.06,-68.23,-67.37,338.9,400.6,-67.54,-66.86,6.88,"2,187.63","2,187.63",93.57,96.67,0,-175.73,-179.63,-186.14,104.58155,,0.0072,0.00808,0.3258,,,"4,904.23","24,328,275.44","23,518,708.77","1,565,482.67","22,762,792.77","-21,680,414.53","107,562.12","27,762.07","27,762","-5,237,919.83","-4,579,048.19"
케어젠,신규상장,KQ,"110,000",2015-11-17,"107,000","96,700","108,000","120,900",70.37,17.68,62.96,33.64,67.45,83.58,20.83,"1,005,226","1,005,226","107,083,158,500","10,710,000",0.093859,"1,145,970,000,000",11.06,"11,700",106,"11,001.10",-101,"-10,412.96",0,0,77.21,45.75,42.37,8.65,8.23,5.4,-10.56,-6.57,302.43,510.26,-0.28,-1.49,3.45,"3,384.50","3,345.57",96.67,84.07,0,,,,7.64746,13.62223,0.19418,0.20419,1.53942,3.10415,22.79,31.47,"249,422,702.43","209,694,474.60","8,305,798.94","241,116,903.48","60,414,030.92","30,233,597.54","408,001.63",0,"-115,265,437.77","-113,251,281.36"
네오오토,신규상장,KQ,"12,000",2015-11-18,"6,667","6,440","7,067","6,867",6.15,1.02,2.69,0.39,1.75,7.69,1.24,"1,343,415","1,343,415","9,893,172,450","5,250,000",0.170592,"52,500,000,000",19,"2,100",225,"2,526.07",-222,"-2,475.88",0,0,12.73,8,6.63,14.78,7.24,6.08,11.73,12,32.47,-1.12,5.64,12.06,96.35,117.92,100.92,50.93,29.85,31.88,25.91,10.74,9.39,11.8834,25.89875,1.09177,2.22938,1.76085,22.60161,87.27,4.73,"120,456,080.22","35,950,269.29","59,106,938.63","61,349,141.59","44,872,110.09","115,393,746.75","1,750,033","983,350","-18,235,299.67","-16,589,955.05"
엔투텍,신규상장,KQ,"2,000",2015-11-18,"2,000","1,970","2,010","2,225",,,,,,-26.36,3.44,"547,827","547,827","1,094,536,635","7,550,000",0.07256,"15,100,000,000",0.75,15,-13,-26.24,-24,-48.2,0,0,18.66,5.24,2.78,6.45,1.93,-4.35,512.63,159.52,12.13,-13.66,33.29,385.61,201.8,80.89,27,33.13,39.74,43.55,4.43,2.08,2.16,6.79158,2.595,0.6943,2.32112,1.42661,2.11088,81.34,13.42,"18,691,002","7,428,394","12,497,844","6,193,158","-290,790","12,275,473","318,595","297,314","-1,643,652","-1,633,653"
매직마이크로,이전상장,KQ,"5,500",2015-11-19,970,900,933,920,3.72,0.91,3.55,0.37,2.56,5.75,1.4,"4,750,605","23,010","24,598,851","6,222,125",0.1527,"30,177,306,250",15.69,800,351,"1,756",-296,"-1,484.34",0,0,11.54,-1.8,-3.63,,,,,,,,,,146.39,89.52,60.14,40.59,30.43,40.52,7.65,-0.53,-1.22,,,,,,12.30097,88.46,13.35,"94,090,169.70","28,632,462.94","55,902,646.43","38,187,523.27","15,567,374.06","65,348,347.47","3,465,414","966,065",,"-10,402,074.68"
케이디켐,신규상장,KQ,"16,000",2015-11-19,"12,500","13,950","13,850","19,750",1.84,0.31,7.73,0.23,2.87,9.39,1.58,"468,527","468,527","6,592,587,850","4,034,800",0.116121,"50,435,000,000",22.06,"3,100",168,"2,371.57",-156,"-2,207.81",0,0,27.18,15.49,13.75,13.99,11.72,6.07,14.97,17.54,52.68,82.87,16.15,17.24,11.77,928.86,736.24,89.47,74.5,2.93,99.65,93.6,84.42,3.79725,3.99095,0.85211,1.01752,5.85274,2.90632,72.82,11.68,"65,131,967.66","48,520,483.07","6,860,875.95","58,271,091.71","37,636,472.03","45,924,423.43","392,806.31","84,288","8,905,629.99","10,148,042.85"
