종목명,상장유형,공모가,상장일,상장주식수,매출총이익률,영업이익률,ROE,유동비율,당좌비율,부채비율,이자보상배율,매출채권회전율,재고자산회전율,매출액증가율,영업이익증가율,IPO_PER,IPO_PBR,IPO_EV/EBITDA,1개월 평균 거래량회전율,1개월 평균 일중변동률,1개월 평균 개인 매도수량 비중,1개월 평균 개인 매수수량 비중,1개월 시가총액회전율,1개월 후PER,1개월 후PBR,1개월 후EV/EBITDA,3개월 평균 거래량회전율,3개월 평균 일중변동률,3개월 평균 개인 매도수량 비중,3개월 평균 개인 매수수량 비중,3개월 시가총액회전율,3개월 후PER,3개월 후PBR,3개월 후EV/EBITDA,1개월 시장 회전율,시장수익률,광의통화 증감률,고객예탁금 증감률,3개월 시장 회전율,시장수익률_3_6,광의통화 증감률_3_6,고객예탁금 증감률_3_6,공모가 대비 1개월 수익률,공모가 대비 3개월 수익률,공모가 대비 6개월 수익률,1_3_수익률,3_6_수익률,Cat
흥국,신규상장,4200.0,2009-05-12,5328000,0.142157743,0.091481428,0.152908302,1.637208376,0.39128836200000006,0.49720622700000006,12.51552579,22.10794935,4.713726904,0.04320944400000001,-0.34641801200000005,8.31326926,1.271167883,4.266955632,0.13249999999999995,11.033333333333333,95.4995833333333,97.60041666666666,348.4529724482317,11.24,1.72,9.26,0.08985074626865666,9.268507462686568,97.02805970149252,97.66283582089551,686.0832031998275,10.36,1.58,8.63,120.24750220903893,-0.24496012490624375,0.09780856090878325,0.37185603568033926,277.8762362034816,-0.0031282188227215245,0.014266973382659445,0.0637107657481172,0.638095238095238,0.5095238095238095,-0.04523809523809524,-0.07848837209302326,-0.3675078864353312,5
SDN,신규상장,10000.0,2009-05-19,10000000,0.169879253,0.066375325,0.267374145,1.133604482,0.945555182,3.241686975,4.8998198,10.24563811,16.51925057,0.687487794,0.026833212999999998,24.13990718,6.45438704,15.23779064,0.1116666666666666,9.977083333333335,98.21749999999999,98.80250000000001,323.8130581465954,20.01,5.35,23.37,0.056567164179104394,7.626865671641791,98.26179104477612,98.79283582089555,478.2377719215429,18.44,4.93,21.92,107.49628017430904,-0.25871447176894197,0.09780856090878325,0.36285563287236855,270.85324695201825,-0.00013718227604992097,0.014266973382659445,0.1382372126932965,0.21,0.115,0.18,-0.07851239669421488,0.05829596412556054,5
한국정밀기계,신규상장,22000.0,2009-05-19,7640000,0.299962662,0.228509575,0.41822191799999997,1.112001866,0.324606338,2.111226469,67.42098503,7.42746441,1.49036393,0.74256552,0.9149039940000001,7.285187841,3.046825234,5.20645193,0.09249999999999999,11.029166666666667,84.42791666666666,84.14916666666667,218.96524081957773,15.59,6.52,15.97,0.05179104477611935,7.567164179104477,80.46791044776117,83.76059701492535,363.4973986313333,10.98,4.59,11.26,107.49628017430904,-0.25871447176894197,0.09780856090878325,0.36285563287236855,270.85324695201825,-0.00013718227604992097,0.014266973382659445,0.1382372126932965,2.059090909090909,1.1545454545454545,0.7340909090909091,-0.29569093610698366,-0.19514767932489452,5
에이치디,신규상장,8500.0,2009-05-21,8150000,0.19085336100000003,0.155836471,0.281018608,1.193218546,0.9563240470000001,1.651147907,65.67053121,7.839788572000001,5.6833322410000005,0.447763442,0.7406672670000001,7.65216035,2.15039945,5.826191412999999,0.07772727272727274,9.114545454545453,95.87409090909091,98.58181818181816,203.9544971432382,6.34,1.79,4.08,0.037164179104477585,6.671044776119402,96.33283582089554,97.24402985074623,308.35582007386245,7.03,1.98,4.84,103.23278672689003,-0.22973601041085706,0.09780856090878325,0.34610466910630044,268.317301956973,0.0036647265173339696,0.014266973382659445,0.09094816008595219,0.18823529411764706,0.3176470588235294,-0.09411764705882353,0.10891089108910891,-0.3125,4
스맥,신규상장,3500.0,2009-05-26,5650000,0.643895876,0.197095103,0.151445828,8.055924922,6.537600759,0.20653966199999998,12.89379253,4.129549974,3.6855655030000003,-0.142907884,-0.486371117,7.082525842000001,1.072618991,6.693745900000001,0.09749999999999999,8.779166666666667,95.45041666666664,98.56083333333333,290.3115145250703,8.46,1.28,7.62,0.060895522388059634,7.401641791044776,97.50029850746266,98.74835820895524,501.02326332344245,7.54,1.14,6.65,92.08100426324953,-0.20839182654812044,0.09780856090878325,0.40997830802603036,262.0923750095436,0.027059244248420673,0.014266973382659445,0.14358874469414754,0.3342857142857143,0.18857142857142858,-0.041428571428571426,-0.10920770877944326,-0.1935096153846154,5
이엔에프테크놀로지,신규상장,5500.0,2009-05-28,14200000,0.280309778,0.150554004,0.25291693,1.90676248,1.327191458,0.806979668,29.40432931,7.966701665,9.14173941,0.342002855,0.5194549279999999,10.81430019,2.735119601,6.124268377000001,0.05772727272727274,8.444090909090908,96.53272727272726,97.83545454545452,156.12136654722374,10.54,2.67,7.59,0.03104477611940298,6.045223880597015,93.0759701492537,93.10313432835817,225.8277793271133,13.47,3.41,9.64,89.02314376596873,-0.25210621567648533,0.09780856090878325,0.44254264693219547,260.62261386142984,0.03347637779632074,0.014266973382659445,0.12152126804801441,0.20363636363636364,0.5381818181818182,0.6909090909090909,0.27794561933534745,0.09929078014184398,5
차이나그레이트,신규상장,1700.0,2009-05-29,100000000,0.26347012399999997,0.164949102,0.252982057,1.5498089240000001,1.516297805,1.096350652,175.2524286,1.574369467,62.5348049,-0.16296466099999998,-0.170448369,10.83384539,2.7407684910000003,7.051657929,0.1254545454545454,8.448636363636364,95.78045454545457,94.25818181818182,302.95916622991365,11.88,3.01,10.81,0.055151515151515056,6.324696969696972,92.81469696969695,93.44651515151516,427.8029716514215,9.28,2.35,8.38,87.71959799492208,-0.23551329622758185,0.09780856090878325,0.4072405532065171,260.38068874657296,0.05807094622081212,0.014266973382659445,0.09076700845390609,0.5676470588235294,0.2235294117647059,0.21176470588235294,-0.21951219512195122,-0.009615384615384616,5
위메이드맥스,신규상장,55000.0,2009-06-03,3400000,0.923658677,0.590442632,0.561422503,4.863084745,4.86308494,0.23153282600000002,inf,10.86247761,,0.7093458340000001,0.752226033,10.92089354,6.1312353889999995,9.115552217000001,0.13999999999999999,9.365217391304348,92.91652173913045,94.65217391304348,347.67969540739733,11.09,6.27,10.46,0.08402985074626862,6.5155223880597015,92.13253731343285,93.8997014925373,612.5028068050892,9.87,5.58,9.2,81.04232171489785,-0.2216819177528857,0.09243373699306559,0.35960333034846725,261.10593678383157,0.030150253078793297,0.015301568688106245,0.1122054606657524,0.26181818181818184,0.12363636363636364,-0.6163636363636363,-0.10951008645533142,-0.6585760517799353,5
어보브반도체,신규상장,3300.0,2009-06-05,10546833,0.22549491100000002,0.088506461,0.229331098,3.2966497689999996,1.936204303,0.516396685,33.09161306,6.278104309,4.772054794,0.301578811,0.272101672,9.59308553,2.199992838,7.456748788,0.13999999999999999,10.852380952380955,89.91809523809523,98.11190476190475,344.54178158057385,10.23,2.35,8.94,0.0619696969696969,6.805454545454544,93.9092424242424,98.54590909090905,510.0290852932897,9.26,2.12,8.09,79.25407712317964,-0.2128273998975299,0.09243373699306559,0.460600300150075,260.633323085788,0.03387668885257673,0.015301568688106245,0.09352792669243236,0.048484848484848485,-0.051515151515151514,0.045454545454545456,-0.0953757225433526,0.10223642172523961,4
동일금속,신규상장,8000.0,2009-07-28,7000000,0.20125706699999998,0.168685401,0.427601599,1.364873199,1.049003366,0.7222192609999999,110.8523652,11.72337402,14.00296199,0.705755493,6.919593354,4.279537232,1.829936965,3.467708327,0.12458333333333327,7.442500000000002,97.21166666666666,98.69708333333334,310.1931210169709,2.12,1.66,4.05,0.05253731343283573,5.642985074626866,97.2323880597015,98.77671641791041,395.1373548941026,1.61,1.26,2.98,97.56617865730858,-0.07482768127929415,0.08893341678541894,0.2858395166087474,255.89046852687,-0.060304888598396854,0.014844636432892822,-0.03765215000072366,0.29375,-0.0175,0.0075,-0.24057971014492754,0.02544529262086514,5
게임빌,신규상장,15000.0,2009-07-30,5484780,0.779686056,0.40571782,0.36485157,6.0998860089999996,6.099886431,0.295295929,65.67654056,4.558235517,,0.25218870000000004,2.033201115,15.58242834,5.685273442000001,11.3903687,0.08545454545454546,5.612272727272728,94.85363636363635,96.93454545454546,202.13046115775256,12.53,4.64,9.77,0.04880597014925369,5.237164179104478,90.58119402985072,88.48223880597018,328.009558489922,16.3,6.04,13.09,98.10405051065338,-0.09912168310029153,0.09649374937989517,0.3297692211212843,254.37616081442846,-0.0648416924585249,0.014844636432892822,-0.048839969316718045,-0.03333333333333333,0.25666666666666665,0.8966666666666666,0.3,0.5092838196286472,3
에스앤더블류,신규상장,6700.0,2009-08-05,7200000,0.19486623,0.134581053,0.083830267,1.435058404,0.35245311,1.405741126,7.630697216,10.66007224,3.02448716,0.315162772,0.262272203,19.90796281,1.668889835,3.80499461,0.06608695652173915,6.145217391304348,97.29391304347827,98.69434782608697,197.93539094046147,16.22,1.36,5.98,0.026417910447761206,4.956716417910447,97.66865671641787,96.88671641791045,259.9863663154885,12.04,1.01,5.08,101.43398938870405,-0.0332883837410904,0.08918900906314482,0.4206675153594952,251.28872739646826,-0.07586446166300465,0.017338941557160214,-0.13550046672699678,-0.08358208955223881,-0.3194029850746269,-0.2671641791044776,-0.25732899022801303,0.07675438596491228,3
동국S&C,신규상장,11000.0,2009-08-31,57143000,0.268728095,0.175893335,0.10602318,0.891118583,0.296594525,4.806292315,14.02333401,10.00588894,2.373235348,1.2422318270000001,2.3613408259999997,117.87570090000001,12.497556699999999,10.44231343,0.06826086956521742,7.338260869565217,88.24434782608697,93.32739130434784,159.61873933571732,60.49,8.07,10.33,0.03924242424242421,5.871060606060605,86.9601515151515,89.17651515151516,266.82018960173053,57.39,7.66,9.83,91.01648646913097,0.07244620226248204,0.0914229128019594,0.774987970240225,221.30726136232028,-0.08226271889947426,0.018821324946762148,-0.1140516016416737,-0.07727272727272727,-0.12454545454545454,-0.08181818181818182,-0.05123152709359606,0.04880581516095535,3
제넥신,신규상장,27000.0,2009-09-15,4022870,0.91552712,-0.229662932,-0.074354138,23.96895795,23.9689437,1.071132781,-0.672880777,1.943192599,,0.106347585,1.802266175,-205.6191434,15.28863418,-1237.059596,0.09434782608695653,10.033913043478261,95.30652173913042,99.05086956521741,252.97145018282373,-98.77,7.55,-887.25,0.04772727272727267,7.604242424242424,94.87060606060605,97.7459090909091,394.0067761653008,-93.99,7.18,-885.07,76.04208640973398,0.137521149686235,0.0914229128019594,0.7404604043026706,206.6081185392904,-0.014006974101790498,0.018821324946762148,-0.02857709863068069,-0.35,-0.3814814814814815,-0.46296296296296297,-0.04843304843304843,-0.1317365269461078,2
톱텍,신규상장,10400.0,2009-09-15,5600000,0.11549911800000001,0.06707236,0.35083669100000003,1.25869227,1.009270067,1.5332300909999999,34.49365912,32.24992384,13.28077603,0.9267378690000001,0.8620973279999999,12.60553128,4.422482888999999,13.33853599,0.3178260869565217,12.643478260869566,97.90913043478263,99.43608695652175,799.2298637076566,10.86,4.27,16.19,0.15621212121212114,8.26409090909091,97.23984848484848,98.36121212121213,1114.7059366029234,12.88,5.06,21.42,76.04208640973398,0.137521149686235,0.0914229128019594,0.7404604043026706,206.6081185392904,-0.014006974101790498,0.018821324946762148,-0.02857709863068069,0.4519230769230769,0.7211538461538461,0.6490384615384616,0.18543046357615894,-0.04189944134078212,5
디에스케이,신규상장,5000.0,2009-09-23,6000000,0.240054624,0.142936903,0.259873654,2.4256568290000002,1.568233889,0.7361434040000001,25.71658546,7.797976301,3.686500676,0.025215372000000003,1.7537842780000001,10.70333009,2.781513505,10.86311348,0.2426086956521739,10.302608695652175,96.76913043478261,99.5886956521739,731.687115912807,8.8,2.29,11.29,0.23878787878787877,9.371969696969698,98.23500000000001,99.41545454545454,1828.0202677822913,11.11,2.89,14.68,69.58660154917989,0.1490173202907654,0.0914229128019594,0.503977994075328,204.7269836173617,0.008989700541763356,0.018821324946762148,-0.07848162880372367,0.096,0.384,0.258,0.26277372262773724,-0.09104046242774566,4
모린스,신규상장,39000.0,2009-09-25,7093439,0.302392997,0.229800941,0.40371826899999996,4.427359163999999,3.237046527,0.18823101600000003,34.05291518,18.43629894,9.306443227,66.93600295,-4.078961835,26.85015953,10.83989992,22.51375723,0.06333333333333335,8.67047619047619,83.91142857142856,85.99714285714286,145.70393135742577,8.56,4.04,13.08,0.040909090909090895,6.22787878787879,82.70530303030306,89.33257575757577,287.7665241421305,7.74,3.66,11.75,68.03359431602786,0.13227501496574515,0.0914229128019594,0.49422515151830176,203.7710155038937,0.014447024270206927,0.018821324946762148,-0.09557889613105877,-0.38333333333333336,-0.4423076923076923,-0.4564102564102564,-0.09563409563409564,-0.02528735632183908,2
케이엔더블유,신규상장,11000.0,2009-09-29,4400000,0.254698602,0.12025339199999999,0.274084314,2.001218157,1.730826591,1.50751912,6.099321541,6.47156156,15.16967723,0.21196871899999997,0.494988228,15.35545661,4.208689797,8.773841208,0.13869565217391308,11.021304347826085,90.52565217391303,94.40217391304346,351.71638085914816,15.58,4.27,12.86,0.08227272727272726,7.93060606060606,91.63333333333334,91.27833333333331,547.542681314503,19.9,5.45,16.13,67.77114593088677,0.1662145499383478,0.0914229128019594,0.4767405824205183,204.14624785841897,0.04824397727743923,0.018821324946762148,-0.060058956282666706,0.34545454545454546,0.7181818181818181,0.7454545454545455,0.27702702702702703,0.015873015873015872,5
아이앤씨,신규상장,16000.0,2009-10-06,11581182,0.579193258,0.373658039,0.531317926,2.815116829,1.794874637,1.0074624859999999,10.808178,3.525008174,5.254818416,2.386423099,-10.15173703,25.86787539,13.74406589,16.68478523,0.05041666666666667,8.064583333333333,84.13875000000002,95.61666666666667,131.377429369056,14.17,7.62,14.35,0.0462686567164179,6.5211940298507445,89.48985074626866,96.14268656716413,330.54712183206146,9.05,2.72,6.38,69.85712681058325,0.2766554295135217,0.09254046229356162,0.5426614782570461,212.22122947724844,0.1168841930805884,0.012059153514153596,0.0457457144268612,-0.31875,-0.09375,-0.3375,0.3302752293577982,-0.2689655172413793,2
NHN벅스,신규상장,9000.0,2009-10-06,10140936,0.368807723,0.157097543,0.275069883,1.145964064,1.145964013,1.3568817709999998,5.599854873,5.201986823,,1.195312957,3.496712216,22.27975724,6.128490209,17.62414542,0.16041666666666662,8.590833333333332,96.26083333333332,97.85208333333333,469.78185444712557,15.7,4.32,13.1,0.20104477611940308,8.779701492537315,95.75074626865673,96.50134328358206,1494.9129821919744,26.25,4.83,21.6,69.85712681058325,0.2766554295135217,0.09254046229356162,0.5426614782570461,212.22122947724844,0.1168841930805884,0.012059153514153596,0.0457457144268612,-0.3088888888888889,0.6611111111111111,0.36666666666666664,1.4035369774919615,-0.17725752508361203,2
한스바이오메드,신규상장,5500.0,2009-10-09,7766243,0.440620481,0.146854702,0.121473271,4.9302049839999995,3.769862266,0.22082852,37.46564154,2.2585242030000003,4.7072521080000005,0.167637675,0.067174125,20.32702511,2.469190224,15.05383781,0.09863636363636359,7.239545454545453,97.5959090909091,99.02318181818183,249.9698176082971,14.83,1.8,11.51,0.046666666666666544,6.171969696969697,95.96318181818181,98.0619696969697,373.3572779825619,14.63,1.78,11.34,68.73900557463794,0.4065541855937705,0.09254046229356162,0.5216275416509946,216.25564751623733,0.11251935184229549,0.012059153514153596,0.11990577936668365,-0.1890909090909091,-0.2,-0.28545454545454546,-0.013452914798206279,-0.10681818181818181,3
스틸플라워,신규상장,13500.0,2009-10-27,13000000,0.33574106299999995,0.24525104399999997,0.246599307,1.149502355,0.451438712,1.035477381,10.72298128,10.49294359,4.501720744,0.7694273359999999,2.44295985,11.63119682,2.868245079,4.458907569,0.016250000000000004,6.677500000000002,89.12791666666665,90.06458333333332,44.86937687957287,7.69,1.97,5.16,0.013283582089552246,5.790447761194029,87.79432835820894,90.66537313432835,92.87011531308252,6.22,1.8,4.5,67.25404185140188,0.9775642252766185,0.09254046229356162,0.6187811555788256,246.2543065221728,0.14337901565302086,0.012059153514153596,0.13252447885745822,-0.02962962962962963,0.037037037037037035,0.08518518518518518,0.06870229007633588,0.04642857142857143,3
비츠로셀,신규상장,5500.0,2009-10-28,12676375,0.314268857,0.179470838,0.385186824,2.2856516119999997,1.49395697,0.49976421600000004,13.93142393,7.601997705,8.580783563999999,0.25324144600000004,2.405485264,11.5360644,4.443540006,8.603042496,0.12391304347826079,8.284347826086956,95.64434782608694,99.26739130434781,315.54255335726174,8.73,3.36,6.99,0.08238805970149249,6.6256716417910475,96.69805970149253,98.45223880597014,579.0871214162805,10.84,4.17,8.72,67.3054871303566,0.8779502991594171,0.09254046229356162,0.6163480057240615,246.96028617284176,0.14552660127969527,0.012059153514153596,0.10657814420576456,-0.16363636363636364,0.038181818181818185,-0.12545454545454546,0.24130434782608695,-0.15761821366024517,3
상상인인더스트리,신규상장,6300.0,2009-11-06,4334000,0.17050168899999998,0.080480751,0.168391622,0.9396852490000001,0.244175146,3.724632896,2.253971682,10.25180525,1.3537335380000002,1.1315970929999999,0.42456496,10.91938256,1.838732539,5.896954352000001,0.08238095238095242,9.093809523809524,87.21428571428571,96.80142857142859,178.95650936805683,3.11,0.63,8.45,0.04151515151515147,7.395757575757577,85.09212121212123,98.06393939393942,259.95704736297387,3.26,0.21,5.37,64.49997881616297,0.5848826772663164,0.0935164370083367,0.3087715040464478,252.1708683792907,0.028410148253830425,0.0064187158502260425,0.13940639069808103,-0.3984126984126984,-0.35634920634920636,-0.3634920634920635,0.06992084432717678,-0.011097410604192354,2
진매트릭스,신규상장,8000.0,2009-11-06,3761000,1.0,0.28598087,0.162940463,24.18017664,24.18018288,0.09096256900000001,61.37417067,5.767355571,,0.158089245,0.179870211,38.86434679,6.332574665,49.54145705,0.22142857142857136,10.21761904761905,95.71,97.88,523.7950452330946,26.75,4.38,38.11,0.10742424242424228,7.5993939393939405,96.60954545454545,96.93227272727273,736.9579761256329,14.21,2.3,13.96,64.49997881616297,0.5848826772663164,0.0935164370083367,0.3087715040464478,252.1708683792907,0.028410148253830425,0.0064187158502260425,0.13940639069808103,-0.1225,-0.04375,-0.1625,0.08974358974358974,-0.12418300653594772,3
동방선기,신규상장,4000.0,2009-11-10,6000000,0.19355070600000002,0.10686143,0.263423687,0.8002925790000001,0.338876832,0.954498627,6.503070944,8.648056472999999,6.127520705,0.508347562,0.942426625,3.721171965,0.98024484,3.9574596360000003,0.061739130434782616,6.838260869565219,92.10086956521738,96.4495652173913,152.822737348582,2.05,0.56,5.21,0.03134328358208954,5.619701492537314,90.07820895522384,97.78850746268657,214.89679745340194,3.15,0.56,4.01,65.26621528771784,0.5241894210795677,0.0935164370083367,0.23771227615566146,254.67112255271022,0.0037388905914802007,0.0064187158502260425,0.005434259882658459,-0.1875,-0.18,-0.1375,0.009230769230769232,0.051829268292682924,3
에이프로젠 H&G,신규상장,10000.0,2009-11-13,1875000,0.266875369,0.13982176,0.669724961,2.413849001,2.077332455,1.1620073929999999,16.98197235,4.498125176,16.91585849,0.692993152,4.5053744469999994,4.532808833,3.035735218,4.917000136,0.09190476190476193,8.14142857142857,94.8409523809524,99.34857142857143,223.31526377817758,3.27,2.19,4.2,0.05787878787878782,7.467121212121213,95.50000000000003,98.65363636363638,428.6360503741153,8.84,2.03,10.76,65.70351342868902,0.6317445032900015,0.0935164370083367,0.2699961423746037,255.1059241185162,0.01750772399588057,0.0064187158502260425,-0.013411436998197608,-0.098,0.295,0.4,0.4356984478935698,0.08108108108108109,3
강원,신규상장,4700.0,2009-11-20,5300000,0.208840398,0.109689408,0.144891161,1.923905351,1.8600864730000002,0.77355171,514.4369391,3.008365928,44.04052252,-0.21871464899999998,-0.34750718,9.616305177000001,1.393317624,5.558312666,0.1919047619047619,9.364761904761908,96.86380952380952,97.67904761904761,445.844590642937,7.49,1.52,3.85,0.09545454545454538,7.98651515151515,96.55015151515151,95.80606060606061,615.1016835549428,12.96,2.63,8.29,69.70305755175859,0.8668424522083058,0.0935164370083367,0.31853683936474875,259.67121932867656,-0.018276305033282703,0.0064187158502260425,-0.0053122664330662464,0.09148936170212765,0.8893617021276595,0.3829787234042553,0.7309941520467836,-0.268018018018018,4
