종목명,상장유형,공모가(원),상장일,상장주식수,IPO시가총액,매출총이익률,영업이익률,ROE(지배),매출액증가율(YoY),영업이익증가율(YoY),매출액증가율(YoY)-before,영업이익증가율(YoY)-before,유동비율,당좌비율,부채비율,이자보상배율,매출채권회전율,재고자산회전율,매출액,세전계속사업이익,당기순이익(지배),자본총계(지배),EBITDA2,순부채,IPO_PER,IPO_PBR,IPO_EV/EBIDTA,IPO_PSR,1개월 시가총액회전율,3개월 시가총액회전율,1개월 평균 거래량회전율,3개월 평균 거래량회전율,1개월 평균 일중변동률,3개월 평균 일중변동률,1개월 평균 개인 매도수량 비중(일간),3개월 평균 개인 매도수량 비중(일간),1개월 평균 개인 매수수량 비중(일간),3개월 평균 개인 매수수량 비중(일간),1개월 평균 기관 매수수량 비중(일간),3개월 평균 기관 매수수량 비중(일간),1개월 평균 기관 매도수량 비중(일간),3개월 평균 기관 매도수량 비중(일간),시장수익률,1개월 시장 회전율,3개월 시장 회전율,M2 증감률 ,MMF 증감률 ,고객예탁금 증감률 ,국고1년시장금리%p,국고3년시장금리%p,국고5년시장금리%p
엔에스브이,신규상장,4300,2009-04-17,8450000,36335000000,29.04,17.26,25.87,7.2,22.05,61.19,129.18,129.48,61.29,141.07,8.92,4.25,3.34,27308702.0,3017295.0,2520680.0,11004192.0,5485267.0,9257135.0,14.4147611,3.301923485,6.625795451,1.330528269,298.943483774798,535.0817876611043,0.15157894736842104,0.08531249999999989,9.828947368421053,8.804218749999999,94.17894736842106,91.49484375000002,96.45263157894736,90.13375000000002,1.576842105263158,6.4046875,4.492105263157895,5.8131249999999985,-0.384881546,71.94376737178953,206.115736724885,0.101129375,0.969490227,0.102989808,-2.57,-1.33,-0.63
에스티오,신규상장,5000,2009-04-17,4998801,24994005000,69.17,11.14,28.93,32.09,-10.45,,,192.23,48.33,107.86,15.87,19.04,3.95,69341599.0,7071347.0,5119747.0,20255531.0,9239420.0,7086301.0,4.881882835,1.23393482,2.705915664,0.360447485,158.19130978738218,232.06434398002344,0.07263157894736844,0.02812500000000001,8.813157894736841,6.469687499999999,94.98263157894738,97.28312500000001,98.58894736842105,96.94828125,0.19736842105263158,0.05859375,1.853684210526316,0.6767187500000003,-0.384881546,71.94376737178953,206.115736724885,0.101129375,0.969490227,0.102989808,-2.57,-1.33,-0.63
티플랙스,신규상장,3000,2009-04-23,5753000,17259000000,12.59,9.28,19.09,9.2,2.65,62.39,44.38,228.11,117.09,114.89,4.98,7.1,4.56,58869426.0,4073918.0,3565969.0,20473002.0,5853495.0,17343185.0,4.839918687,0.8430126659999999,2.95145775,0.293174253,179.9405595508925,289.2384805251639,0.08150000000000003,0.04124999999999994,7.325500000000001,6.298281250000001,93.87500000000003,95.87750000000001,97.43299999999999,97.49156250000001,0.1075,0.14171875000000003,3.056,0.9659375000000001,-0.371073339,79.20670181611322,201.99055179580668,0.101129375,0.951621644,0.065711597,-2.45,-1.4,-0.72
흥국,신규상장,4200,2009-05-12,5328000,22377600000,14.22,9.15,16.23,4.32,-34.64,9.2,29.38,163.72,39.13,49.72,12.52,15.83,5.74,48416188.0,3691269.0,2691793.0,17603969.0,5245846.0,6192136.0,8.31326926,1.271167883,4.266955632,0.462192521,348.4529724482317,686.0832031998275,0.13249999999999995,0.08985074626865666,11.033333333333333,9.268507462686568,95.4995833333333,97.02805970149252,97.60041666666666,97.66283582089551,1.1858333333333333,0.8022388059701491,2.62875,1.5461194029850749,-0.244960125,88.83895880679667,200.75512601752777,0.097808561,0.8830198020000001,0.371856036,-2.56,-1.34,-0.69
SDN,신규상장,10000,2009-05-19,10000000,100000000000,16.99,6.64,30.27,68.75,2.68,41.44,-11.2,113.36,94.56,324.17,4.9,15.7,16.69,84921453.0,2786869.0,4142518.0,15493338.0,6564759.0,32423247.0,24.13990718,6.45438704,15.23779064,1.1775587490000001,323.8130581465954,478.2377719215429,0.1116666666666666,0.056567164179104394,9.977083333333335,7.626865671641791,98.21749999999999,98.26179104477612,98.80250000000001,98.79283582089555,0.1729166666666667,0.16208955223880597,0.7641666666666667,0.6650746268656716,-0.258714472,80.62380863095984,196.98071051392313,0.097808561,0.6665850179999999,0.36285563299999996,-2.84,-1.74,-1.13
한국정밀기계,신규상장,22000,2009-05-19,7640000,168080000000,30.0,22.85,50.56,74.26,91.49,67.14,256.08,111.2,32.46,211.12,67.42,5.67,2.2,132770108.0,26969848.0,23071471.0,55165619.0,32283272.0,1303822.0,7.285187841,3.046825234,5.20645193,1.2659476029999999,218.96524081957773,363.4973986313333,0.09249999999999999,0.05179104477611935,11.029166666666667,7.567164179104477,84.42791666666666,80.46791044776117,84.14916666666667,83.76059701492535,8.754583333333333,9.250597014925372,9.987916666666669,13.447910447761192,-0.258714472,80.62380863095984,196.98071051392313,0.097808561,0.6665850179999999,0.36285563299999996,-2.84,-1.74,-1.13
에이치디,신규상장,8500,2009-05-21,8150000,69275000000,19.09,15.58,33.24,44.78,74.07,30.49,221.71,119.32,95.63,165.12,65.67,8.66,6.59,67025998.0,12107776.0,9052999.0,32214945.0,11884474.0,-33779628.0,7.65216035,2.15039945,5.826191412999999,1.033554174,203.9544971432382,308.35582007386245,0.07772727272727274,0.037164179104477585,9.114545454545453,6.671044776119402,95.87409090909091,96.33283582089554,98.58181818181816,97.24402985074623,0.17727272727272728,0.0582089552238806,2.3536363636363635,1.744179104477612,-0.22973601,71.43068704773671,194.44463656441746,0.097808561,0.661139178,0.346104669,-2.74,-1.7,-1.2
스맥,신규상장,3500,2009-05-26,5650000,19775000000,64.39,19.71,16.39,-14.29,-48.64,54.11,122.7,805.59,653.76,20.65,12.89,1.87,4.64,12593839.0,2966510.0,2792083.0,18436183.0,2953672.0,-3870159.0,7.082525842000001,1.072618991,6.693745900000001,1.5702122280000002,290.3115145250703,501.02326332344245,0.09749999999999999,0.060895522388059634,8.779166666666667,7.401641791044776,95.45041666666664,97.50029850746266,98.56083333333333,98.74835820895524,0.0,0.00626865671641791,1.7749999999999997,0.7077611940298506,-0.208391827,69.45392483033369,191.06114067400244,0.097808561,0.65289339,0.40997830799999996,-2.65,-1.83,-1.35
이엔에프테크놀로지,신규상장,5500,2009-05-28,14200000,78100000000,28.03,15.06,28.95,34.2,51.95,12.25,-2.21,190.68,132.72,80.7,29.4,11.53,10.9,71666337.0,8957182.0,7221919.0,28554510.0,12752994.0,2757871.0,10.81430019,2.735119601,6.124268377000001,1.089772455,156.12136654722374,225.8277793271133,0.05772727272727274,0.03104477611940298,8.444090909090908,6.045223880597015,96.53272727272726,93.0759701492537,97.83545454545452,93.10313432835817,0.635909090909091,5.18,1.227727272727273,3.6350746268656717,-0.252106216,61.34441222268418,189.59033369734726,0.097808561,0.691050165,0.442542647,-2.58,-1.86,-1.41
차이나그레이트,신규상장,1700,2009-05-29,100000000,170000000000,26.35,16.5,31.29,-16.3,-17.05,30.17,33.61,154.98,151.63,109.64,175.25,2.1,66.6,142507190.0,22650510.0,15691566.0,62026399.0,24106956.0,-5992589.0,10.83384539,2.7407684910000003,7.051657929,1.1929222659999998,302.95916622991365,427.8029716514215,0.1254545454545454,0.055151515151515056,8.448636363636364,6.324696969696972,95.78045454545457,92.81469696969695,94.25818181818182,93.44651515151516,4.332272727272727,4.231363636363636,3.1604545454545456,4.1072727272727265,-0.235513296,60.04078597564306,186.11487635524568,0.097808561,0.63944528,0.40724055299999995,-2.59,-1.92,-1.45
위메이드맥스,신규상장,55000,2009-06-03,3400000,187000000000,92.37,59.04,78.63,70.94,75.22,98.4,109.5,486.31,486.31,23.15,,13.94,,32901945.0,21330040.0,17123141.0,30499563.0,20512032.0,-21501225.0,10.92089354,6.1312353889999995,9.115552217000001,5.6835545739999995,347.67969540739733,612.5028068050892,0.13999999999999999,0.08402985074626862,9.365217391304348,6.5155223880597015,92.91652173913045,92.13253731343285,94.65217391304348,93.8997014925373,4.36,4.6361194029850745,5.199565217391303,5.815074626865671,-0.221681918,59.89985512400173,190.1544488540646,0.09243373699999999,0.58464325,0.35960333,-2.59,-1.91,-1.45
어보브반도체,신규상장,3300,2009-06-05,10546833,34804548900,22.55,8.85,25.87,30.16,27.21,1.28,-7.38,329.67,193.62,51.64,33.09,7.6,6.29,36212294.0,2829754.0,3628087.0,15820301.0,4667567.0,325671.0,9.59308553,2.199992838,7.456748788,0.9611252159999999,344.54178158057385,510.0290852932897,0.13999999999999999,0.0619696969696969,10.852380952380955,6.805454545454544,89.91809523809523,93.9092424242424,98.11190476190475,98.54590909090905,0.4180952380952381,0.13303030303030303,7.785238095238094,3.9919696969696967,-0.2128274,53.61927147981721,186.78728125303854,0.09243373699999999,0.548816944,0.46060029999999996,-2.49,-1.7,-1.22
동일금속,신규상장,8000,2009-07-28,7000000,56000000000,20.13,16.87,51.5,70.58,691.96,46.91,73.03,136.49,104.9,72.22,110.85,14.25,16.23,86812077.0,15972395.0,13085527.0,30602147.0,16146981.0,-6979538.0,4.279537232,1.829936965,3.467708327,0.6450715379999999,310.1931210169709,393.5871286534966,0.12458333333333327,0.053181818181818094,7.442500000000002,5.6028787878787885,97.21166666666666,97.19121212121213,98.69708333333334,98.75818181818178,0.16,0.05818181818181818,1.5912500000000003,1.528181818181818,-0.074827681,74.22440111216159,183.45353260020195,0.08893341699999999,0.46489825,0.285839517,-2.47,-1.73,-1.24
게임빌,신규상장,15000,2009-07-30,5484780,82271700000,77.97,40.57,44.48,25.22,203.32,9.77,183.82,609.99,609.99,29.53,65.68,5.84,,15378028.0,6630073.0,5279774.0,14471019.0,7222107.0,-9238491.0,15.58242834,5.685273442000001,11.3903687,5.3499512419999995,202.13046115775256,325.8284274381691,0.08545454545454546,0.0492424242424242,5.612272727272728,5.221060606060606,94.85363636363635,90.65060606060604,96.93454545454546,88.46924242424245,1.831818181818182,7.70681818181818,3.250454545454545,4.717121212121213,-0.099121683,68.31194207812872,181.93866946128526,0.096493749,0.415767813,0.329769221,-2.42,-1.61,-1.18
에스앤더블류,신규상장,6700,2009-08-05,7200000,48240000000,19.49,13.46,8.75,31.52,26.23,30.03,146.32,143.51,35.25,140.57,7.63,9.82,3.86,66135877.0,3032793.0,2423151.0,28905443.0,12686391.0,31649375.0,19.90796281,1.668889835,3.80499461,0.7294074290000001,197.93539094046147,259.10220463658516,0.06608695652173915,0.026666666666666675,6.145217391304348,4.937575757575757,97.29391304347827,97.74772727272723,98.69434782608697,96.83954545454546,0.11304347826086956,0.0393939393939394,0.8821739130434783,0.30742424242424243,-0.033288384,73.94049148833321,179.9626420495855,0.089189009,0.53125791,0.420667515,-2.55,-1.72,-1.26
동국S&C,신규상장,11000,2009-08-31,57143000,628573000000,26.87,17.59,12.11,124.22,236.13,14.07,255.54,89.11,29.66,480.63,14.02,20.37,3.19,324013237.0,6419583.0,5332507.0,50295671.0,60198802.0,41758804.0,117.87570090000001,12.497556699999999,10.44231343,1.9399608659999998,159.61873933571732,265.0284164756769,0.06826086956521742,0.03953846153846151,7.338260869565217,5.900153846153846,88.24434782608697,87.02230769230768,93.32739130434784,89.11000000000001,4.7495652173913046,6.205999999999999,5.682173913043477,7.5416923076923075,0.072446202,67.80506020064651,158.09827893189336,0.09142291300000001,0.35258336,0.77498797,-2.66,-1.51,-1.1
제넥신,신규상장,27000,2009-09-15,4022870,108617490000,91.55,-22.97,-8.24,10.64,-180.23,34.81,-175.45,2396.9,2396.89,107.11,-0.67,1.52,,1337447.0,-534210.0,-528246.0,7104460.0,-87807.0,5001952.0,-205.6191434,15.28863418,-1237.059596,81.21255646,247.53285309474248,389.65310053378516,0.09681818181818182,0.047846153846153774,10.019090909090908,7.561846153846154,95.1372727272727,94.80661538461536,99.0077272727273,97.71123076923078,0.00409090909090909,0.0013846153846153845,2.7100000000000004,2.824,0.13752115,54.44524857889748,147.3161875398817,0.09142291300000001,0.561765627,0.740460404,-2.15,-1.05,-0.65
톱텍,신규상장,10400,2009-09-15,5600000,58240000000,11.55,6.71,43.48,92.67,86.21,44.32,58.37,125.87,100.93,153.32,34.49,46.09,21.12,61396244.0,5358699.0,4620194.0,13169073.0,4365255.0,-13889061.0,12.60553128,4.422482888999999,13.33853599,0.94859223,785.3278301412975,1101.142296556086,0.32636363636363636,0.15661538461538455,12.83409090909091,8.26123076923077,97.81545454545454,97.19784615384616,99.41272727272727,98.33676923076925,0.14681818181818185,0.35723076923076924,1.6231818181818183,1.8529230769230773,0.13752115,54.44524857889748,147.3161875398817,0.09142291300000001,0.561765627,0.740460404,-2.15,-1.05,-0.65
디에스케이,신규상장,5000,2009-09-23,6000000,30000000000,24.01,14.29,29.87,2.52,175.38,8.71,-64.04,242.57,156.82,73.61,25.72,11.43,3.97,17613562.0,2942275.0,2802866.0,10785495.0,2761231.0,-4434308.0,10.70333009,2.781513505,10.86311348,1.703232997,718.6576047957371,1813.8482051174144,0.24818181818181817,0.2406153846153846,10.215000000000002,9.328000000000003,96.64136363636364,98.21430769230771,99.57818181818179,99.40923076923075,0.00045454545454545455,0.016307692307692308,1.0668181818181819,0.37138461538461537,0.14901732,49.436108046040395,146.07917064092763,0.09142291300000001,0.46328449299999996,0.503977994,-2.32,-1.54,-1.1
모린스,신규상장,39000,2009-09-25,7093439,276644121000,30.24,22.98,72.64,6693.6,407.9,,,442.74,323.71,18.82,34.05,52.12,16.04,45431115.0,10307361.0,10303258.0,25520911.0,12287341.0,-9908753.0,26.85015953,10.83989992,22.51375723,6.089309517999999,140.3576157792797,279.67947758087183,0.06400000000000003,0.04109374999999999,8.707,6.227500000000002,84.0295,82.61500000000001,85.976,89.33625000000002,9.411499999999998,6.7809374999999985,6.3585,6.144531249999998,0.132275015,43.65802850928228,142.7035393318951,0.09142291300000001,0.495274945,0.49422515200000006,-2.25,-1.59,-1.16
케이엔더블유,신규상장,11000,2009-09-29,4400000,48400000000,25.47,12.03,32.13,21.2,49.5,31.1,-8.5,200.12,173.08,150.75,6.1,7.97,15.93,27668126.0,3987958.0,3151974.0,11500016.0,5517063.0,5834694.0,15.35545661,4.208689797,8.773841208,1.74930532,336.94566024785513,527.8535325521765,0.1381818181818182,0.08140624999999996,10.980909090909089,7.88546875,90.36227272727272,91.6153125,94.15409090909088,91.48156249999997,3.5468181818181823,6.42484375,2.9377272727272725,4.812343750000002,0.16621455,48.347980917436495,143.19516015049217,0.09142291300000001,0.518979746,0.476740582,-2.26,-1.63,-1.13
아이앤씨,신규상장,16000,2009-10-06,11581182,185298912000,57.92,37.37,72.78,238.64,1015.17,-4.51,-11387.41,281.51,179.49,100.75,10.81,5.01,6.66,25054475.0,7163283.0,7163283.0,13482103.0,11106442.0,9687489.0,25.86787539,13.74406589,16.68478523,7.395840943,131.377429369056,316.2161138032432,0.05041666666666667,0.046093749999999996,8.064583333333333,6.633593749999998,84.13875000000002,89.15375,95.61666666666667,96.33515624999997,2.3508333333333327,1.6354687499999996,11.126249999999999,6.660937500000002,0.27665543,52.55024726821075,147.6285668045705,0.09254046199999999,0.414284385,0.542661478,-2.23,-1.47,-1.0
NHN벅스,신규상장,9000,2009-10-06,10140936,91268424000,36.88,15.71,32.03,119.53,349.67,,,114.6,114.6,135.69,5.6,7.03,,25347742.0,4096473.0,4096473.0,14892481.0,5178872.0,4769261.0,22.27975724,6.128490209,17.62414542,3.6006530289999996,469.78185444712557,1415.4972905634784,0.16041666666666662,0.1989062500000001,8.590833333333332,8.791718750000001,96.26083333333332,95.66593750000001,97.85208333333333,96.44765624999998,1.3295833333333333,2.708749999999999,0.9720833333333333,2.0684375,0.27665543,52.55024726821075,147.6285668045705,0.09254046199999999,0.414284385,0.542661478,-2.23,-1.47,-1.0
한스바이오메드,신규상장,5500,2009-10-09,7766243,42714336500,44.06,14.69,12.93,16.76,6.72,28.59,44.7,493.02,376.99,22.08,37.47,2.69,4.91,14367875.0,2413341.0,2101357.0,17298925.0,2837274.0,-2473875.0,20.32702511,2.469190224,15.05383781,2.972905631,249.9698176082971,369.16463862999973,0.09863636363636359,0.048412698412698296,7.239545454545453,6.247301587301587,97.5959090909091,95.80888888888889,99.02318181818183,98.28984126984128,0.0,0.3296825396825397,0.8804545454545454,0.3911111111111111,0.40655418600000004,47.278664924442815,148.205274860289,0.09254046199999999,0.301941902,0.521627542,-2.0,-1.04,-0.53
스틸플라워,신규상장,13500,2009-10-27,13000000,175500000000,33.57,24.53,37.64,76.94,244.3,65.02,361.33,114.95,45.14,103.55,10.72,18.1,6.58,148904565.0,19859800.0,15088731.0,61187240.0,39366806.0,32949227.0,11.63119682,2.868245079,4.458907569,1.1786072509999999,44.86937687957287,91.91612325312988,0.016250000000000004,0.013906250000000007,6.677500000000002,5.847187499999999,89.12791666666665,88.82171875000002,90.06458333333332,90.31796874999998,5.900416666666666,5.732343749999999,5.270833333333335,7.224375,0.977564225,51.63976691600809,173.26531662013008,0.09254046199999999,0.09664648699999999,0.618781156,-1.31,-0.09,0.18
비츠로셀,신규상장,5500,2009-10-28,12676375,69720062500,31.43,17.95,47.71,25.32,240.55,25.03,186.91,228.57,149.4,49.98,13.93,6.4,8.53,37163202.0,6604543.0,6043661.0,15690207.0,8103919.0,-1702958.0,11.5360644,4.443540006,8.603042496,1.876051006,315.54255335726174,561.6604422728809,0.12391304347826079,0.08343749999999994,8.284347826086956,6.710625000000002,95.64434782608694,96.60390624999998,99.26739130434781,98.4284375,0.06478260869565218,0.345,2.0121739130434784,1.4226562500000002,0.8779502990000001,49.31944086034608,173.96735742546807,0.09254046199999999,0.05295793099999999,0.6163480060000001,-1.34,-0.11,0.11
상상인인더스트리,신규상장,6300,2009-11-06,4334000,27304200000,17.05,8.05,22.79,113.16,42.46,10.6,89.16,93.97,24.42,372.46,2.25,14.63,2.13,42659853.0,2707422.0,2500526.0,14849468.0,4632969.0,16206708.0,10.91938256,1.838732539,5.896954352000001,0.6400444000000001,178.95650936805683,252.66699306216833,0.08238095238095242,0.04222222222222218,9.093809523809524,7.350634920634923,87.21428571428571,87.47761904761906,96.80142857142859,98.01174603174607,0.6661904761904761,0.22206349206349205,3.1204761904761904,1.0474603174603174,0.5848826770000001,44.02069223809425,174.58281157190322,0.093516437,0.064941245,0.308771504,-1.19,-0.11,0.08
진매트릭스,신규상장,8000,2009-11-06,3761000,30088000000,100.0,28.6,18.82,15.81,17.99,47.61,1445.46,2418.02,2418.02,9.1,61.37,10.11,,1876115.0,711420.0,774180.0,4751306.0,607264.0,-3256623.0,38.86434679,6.332574665,49.54145705,16.03739643,523.7950452330946,729.8133771485279,0.22142857142857136,0.11190476190476177,10.21761904761905,7.736825396825398,95.71,96.48015873015873,97.88,96.80000000000001,0.0,0.7679365079365081,1.9566666666666668,1.173015873015873,0.5848826770000001,44.02069223809425,174.58281157190322,0.093516437,0.064941245,0.308771504,-1.19,-0.11,0.08
동방선기,신규상장,4000,2009-11-10,6000000,24000000000,19.36,10.69,37.35,50.84,94.24,17.79,-10.07,80.03,33.89,95.45,6.5,9.21,7.21,48669169.0,8080849.0,6449581.0,24483679.0,6067564.0,12139616.0,3.721171965,0.98024484,3.9574596360000003,0.49312533,152.822737348582,211.13698335842713,0.061739130434782616,0.03234374999999999,6.838260869565219,5.704375000000001,92.10086956521738,91.75906249999996,96.4495652173913,97.84546875,2.4608695652173913,0.884375,6.49,6.9096875,0.524189421,48.93139422251005,178.35811234605802,0.093516437,0.013400297,0.23771227600000003,-1.57,-0.64,-0.45
에이프로젠 H&G,신규상장,10000,2009-11-13,1875000,18750000000,26.69,13.98,101.03,69.3,450.54,,,241.39,207.73,116.2,16.98,5.81,21.01,24550070.0,4246029.0,4136508.0,6176428.0,3813118.0,-898274.0,4.532808833,3.035735218,4.917000136,0.763745276,223.31526377817758,423.528450529638,0.09190476190476193,0.06015873015873011,8.14142857142857,7.588730158730159,94.8409523809524,95.80412698412702,99.34857142857143,98.64380952380955,0.0033333333333333335,0.14873015873015874,1.4357142857142857,0.9707936507936509,0.631744503,45.02609401963108,176.58111215815268,0.093516437,-0.040852627,0.269996142,-1.8,-0.87,-0.59
