종목명,상장유형,시장구분,공모가(원),상장일,수정주가,1달 후 수정고가,3달 후 수정주가,6달 후 수정주가,P/E(FY0),P/B(FY0),EV/EBITDA(FY0),P/S(FY0),P/C(FY0),Market to Earnings(FY0),Market to Book(FY0),수정거래량,일평균수정거래량,일평균거래대금,상장주식수,거래량회전율,시가총액,일중변동률,일중실질변동범위,개인 순매수수량(일간),개인 순매수대금(일간),기관&외국인총합계 순매수수량(일간),기관&외국인총합계 순매수대금(일간),총합계 순매수수량(일간),총합계 순매수대금(일간)
뉴트리,신규상장,KQ,"14,500",2018-12-13,"13,900","13,550","17,050","20,950",41.37,12.88,33.09,1.43,21.16,60.03,18.15,"7,585,278","7,585,278","105,009,618,550","9,032,224",0.839802,"125,547,913,600",19.49,"2,700","1,151","15,720.95","-1,071","-14,664.34",0,0
머큐리,신규상장,KQ,"6,100",2018-12-14,"7,800","12,600","10,750","12,000",21.16,2.44,20.05,0.68,73.3,25.92,2.99,"13,443,311","13,443,311","121,293,444,650","14,763,600",0.910571,"115,156,080,000",26.67,"2,400","2,305","21,269.83","-2,270","-20,927.02",0,0
전진바이오팜,신규상장,KQ,"10,000",2018-12-14,"11,754","9,587","8,721","13,736",-16.5,224.04,-24,16,-121.42,-19.85,262.44,"7,925,763","7,925,763","96,752,457,200","4,733,428",1.543609,"60,351,207,000",34.83,"4,450",400,"4,884.66",-368,"-4,448.41",0,0
에이비엘바이오,신규상장,KQ,"15,000",2018-12-19,"13,650","18,050","28,850","28,800",-3.55,-3.09,-8.29,"3,709.53",-37.1,-8.14,-7.08,"8,482,792","8,482,792","116,427,214,850","44,587,000",0.190253,"608,612,550,000",17.85,"2,450","1,742","23,465.41","-1,707","-22,987.65",0,0
국전약품,신규상장,KQ,"2,000",2018-12-19,"1,906","1,920","1,930","2,059",,,,,,3.21,0.95,"646,902","646,902","1,234,848,660","5,010,000",0.123062,"10,020,000,000",0.25,5,124,248.3,-129,-258.3,0,0
위지윅스튜디오,신규상장,KQ,"11,000",2018-12-20,"3,121","4,038","5,273","6,575",67.16,7.85,100.2,2.58,-118.89,164.89,14.58,"15,697,184","15,697,184","54,654,643,500","8,798,060",0.595458,"82,261,861,000",25.76,"2,670",995,"10,814.41",-784,"-8,500.90",0,0
오하임아이엔티,신규상장,KQ,"2,000",2018-12-20,"2,000","2,020","2,025","2,185",,,,,,,,"594,337","594,337","1,190,569,180","4,590,000",0.129485,"9,180,000,000",0.5,10,323,647.53,-244,-489.15,0,0
디케이티,신규상장,KQ,"7,400",2018-12-21,"5,275","6,300","6,125","5,400",4.7,3.97,3.91,0.18,2.95,6.67,5.07,"12,342,316","12,342,316","68,312,978,410","6,879,982",0.896973,"72,583,810,100",27.04,"3,120","1,202","13,980.98","-1,172","-13,662.18",0,0
아이엘사이언스,신규상장,KQ,"2,000",2018-12-21,"2,005","2,020","2,030","2,390",,,,,,10.71,-26.41,"405,739","405,739","812,430,515","4,355,000",0.093166,"8,731,775,000",0.5,10,143,285.13,-112,-223.21,0,0
애니플러스,신규상장,KQ,"2,000",2018-12-21,"2,010","2,055","2,100","2,465",,,,,,13.88,0.53,"658,167","658,167","1,324,618,740","3,050,000",0.215792,"6,130,500,000",0.25,5,421,845.88,-418,-841.55,0,0
유틸렉스,신규상장,KQ,"50,000",2018-12-24,"39,050","42,400","58,100","43,000",-44.58,9.95,-59.7,"3,211.80",-78.67,-59.14,11.09,"4,106,202","4,106,202","145,526,978,000","7,263,578",0.282657,"567,285,441,800",26.21,"18,100",268,"18,828.24",-176,"-12,337.80",0,0
비피도,신규상장,KQ,"18,000",2018-12-26,"18,287","12,149","20,491","14,529",50.16,6.58,30.31,8.9,31.49,61.56,8.07,"6,039,650","6,039,650","93,316,492,765","4,090,000",0.739829,"149,285,000,000",32.47,"10,350",91,"2,489.54",-103,"-2,930.53",0,0
웹케시,신규상장,KQ,"26,000",2019-01-25,"14,426","17,134","29,256","23,284",29.54,7.27,22.2,2.08,21.35,34.36,8.46,"6,441,504","6,441,504","102,431,977,400","6,630,322",0.491751,"188,964,177,000",20.21,"6,350",460,"14,698.63",-423,"-13,518.42",0,0
노랑풍선,신규상장,KQ,"20,000",2019-01-30,"11,416","10,062","9,110","5,716",30.54,3.41,23.06,1.48,68.64,36.28,4.05,"16,329,881","16,329,881","196,742,410,450","4,765,650",1.145485,"162,746,947,500",25.82,"9,000",587,"19,311.64",-574,"-18,881.76",0,0
이노테라피,신규상장,KQ,"18,000",2019-02-01,"19,350","16,850","17,200","11,050",-30.96,9.06,-39.47,155.6,-36.57,-37.35,10.1,"3,286,227","3,286,227","68,593,412,150","4,969,184",0.661321,"96,153,710,400",22.27,"4,750",850,"18,279.67",-592,"-12,694.07",0,0
천보,신규상장,KQ,"40,000",2019-02-11,"47,300","68,400","74,100","61,900",16.72,3.52,13.03,3.15,17.05,20.6,4.33,"2,503,503","2,503,503","125,094,872,950","9,856,294",0.254,"466,202,706,200",11.37,"5,700",578,"29,316.26",-478,"-24,295.84",0,0
셀리드,신규상장,KQ,"33,000",2019-02-20,"51,100","58,800","39,850","20,450",-35.91,31.09,-41.64,,-203.28,-42.75,35.75,"7,227,593","7,227,593","367,703,815,300","9,441,192",0.765538,"482,444,911,200",24.91,"12,450","1,370","66,189.45",-972,"-46,539.29",0,0
에코프로비엠,신규상장,KQ,"48,000",2019-03-05,"63,200","60,400","65,100","56,800",26.96,6.4,20,1.69,41.68,34.04,7.81,"3,952,178","3,952,178","246,165,256,900","19,850,000",0.199102,"1,254,520,000,000",9.08,"5,700",179,"10,904.50",-34,"-1,689.53",0,0
미래에셋벤처투자,신규상장,KQ,"4,500",2019-03-15,"3,544","5,893","4,111","3,297",7.3,1.17,4.8,1.33,-13.54,8.77,1.37,"14,881,786","14,881,786","57,613,708,160","30,667,215",0.323838,"162,842,911,650",20.15,"1,190","2,254","13,324.51","-2,228","-13,164.55",0,0
이지케어텍,신규상장,KQ,"12,300",2019-03-22,"31,950","27,450","22,700","16,050",44.65,5.51,44.68,2.85,45.44,57.64,7.11,"480,793","480,793","15,244,133,250","6,386,000",0.075289,"204,032,700,000",25.99,"7,350",195,"6,130.65",-197,"-6,217.93",0,0
지노믹트리,이전상장,KQ,"27,000",2019-03-27,"27,300","27,600","20,850","14,800",-172.81,39.28,-226.1,"1,109.54",-206.38,-219.62,49.22,"4,056,831","76,446","2,191,072,779","19,986,215",0.202981,"545,623,669,500",14.69,"4,200",860,"23,837.06",-815,"-22,602.59",0,0
아모그린텍,신규상장,KQ,"9,900",2019-03-29,"10,200","9,380","11,500","9,160",-33.92,81.81,"-3,769.06",1.57,-30.31,-42.74,103.08,"18,466,163","18,466,163","205,129,025,810","16,496,790",1.119379,"168,267,258,000",20.32,"2,260","3,002","32,554.29","-2,548","-27,570.07",0,0
TS트릴리온,신규상장,KQ,"2,000",2019-04-29,"1,127","1,169","1,174","1,160",,,,,,3.42,0.89,"700,344","700,344","789,007,570","4,400,000",0.089017,"8,866,000,000",2.96,60,98,196,-102,-204.36,0,0
SNK,신규상장,KQ,"40,400",2019-05-07,"33,650","28,850","15,150","19,200",22.78,6.45,17.52,8.32,25.47,28.56,8.09,"3,227,163","3,227,163","115,747,178,350","21,061,800",0.153224,"708,729,570,000",14.74,"5,300",942,"33,822.68",-942,"-33,784.19",0,0
현대무벡스,신규상장,KQ,"2,000",2019-05-08,"2,030","2,065","2,070","2,050",,,,,,2.42,0.32,"2,869,310","2,869,310","5,957,696,445","8,620,000",0.332867,"17,498,600,000",10.08,215,875,"1,810.20",-876,"-1,812.66",0,0
컴퍼니케이,신규상장,KQ,"4,500",2019-05-23,"10,650","10,850","9,210","7,810",24.06,5.27,20.84,10.04,17.91,26.82,7.16,"13,197,518","13,197,518","122,403,860,660","15,610,000",0.845453,"166,246,500,000",30.89,"2,850","1,453","12,624.48","-1,421","-12,361.89",0,0
수젠텍,이전상장,KQ,"12,000",2019-05-28,"10,150","7,760","5,700","5,920",-2.82,7.7,-3.31,21.19,-36.84,-3.21,8.49,"2,969,629","39,214","450,434,237","12,926,006",0.229741,"131,198,960,900",17.69,"1,950","1,071","11,525.96",,,,
코퍼스코리아,신규상장,KQ,"2,000",2019-05-31,"2,700","2,130","2,075","2,085",,,,,,44.97,0.68,"15,613,289","15,613,289","38,909,139,740","4,550,000",3.431492,"12,285,000,000",27.37,650,"2,291","5,476.67","-2,205","-5,273.25",0,0
마이크로디지탈,신규상장,KQ,"23,000",2019-06-05,"19,550","10,875","7,950","6,550",-57.71,12.82,-118.56,20.24,-66.24,-85.7,16,"12,297,254","12,297,254","291,291,417,800","3,630,800",1.693463,"141,964,280,000",30.74,"14,200",703,"31,491.01",-454,"-19,724.12",0,0
까스텔바작,신규상장,KQ,"12,000",2019-06-10,"19,250","11,400","11,150","8,900",10.3,1.84,7.31,1.25,10.81,11.32,2.02,"12,356,757","12,356,757","242,097,042,300","6,596,700",1.873172,"126,986,475,000",22.22,"4,250","1,357","25,087.88","-1,340","-24,784.88",0,0
압타바이오,신규상장,KQ,"30,000",2019-06-12,"19,469","10,811","8,759","11,737",-65.62,18.43,-109.46,183.35,-152.45,-104.18,23.12,"12,518,029","12,518,029","277,960,388,000","10,881,733",0.575753,"423,299,413,700",34.78,"16,000","1,547","72,438.95","-1,354","-63,038.82",0,0
엠에프엠코리아,신규상장,KQ,"2,000",2019-06-19,"2,559","2,016","1,906","1,838",,,,,,20.33,0.54,"16,084,405","16,084,405","48,441,963,230","4,310,000",3.404202,"12,089,550,000",48.28,"1,750","2,816","10,644.74","-2,747","-10,348.78",0,0
