종목명,상장유형,시장구분,공모가(원),상장일,수정주가,1달 후 수정고가,3달 후 수정주가,6달 후 수정주가,P/E(FY0),P/B(FY0),EV/EBITDA(FY0),P/S(FY0),P/C(FY0),Market to Earnings(FY0),Market to Book(FY0),수정거래량,일평균수정거래량,일평균거래대금,상장주식수,거래량회전율,시가총액,일중변동률,일중실질변동범위,개인 순매수수량(일간),개인 순매수대금(일간),기관&외국인총합계 순매수수량(일간),기관&외국인총합계 순매수대금(일간),총합계 순매수수량(일간),총합계 순매수대금(일간)
모다,신규상장,KQ,"7,000",2012-09-25,"3,785","5,700","3,310","3,730",4.3,2.26,3.61,0.52,3.25,5.69,2.93,"4,526,612","4,526,612","18,531,286,510","4,908,000",0.461146,"37,153,560,000",27.66,"2,430",407,"3,459.51",-384,"-3,269.76",0,0
코이즈,신규상장,KQ,"7,500",2012-09-27,"5,181","4,322","6,927","6,870",8.52,2.69,8.11,1.57,6.35,10.89,3.43,"6,113,172","6,113,172","30,759,952,770","6,156,166",0.568501,"55,713,302,300",16.62,"1,450",546,"4,769.82",-383,"-3,308.09",0,0
아바텍,신규상장,KQ,"6,300",2012-11-06,"12,050","11,950","11,550","13,000",19.04,3.07,18.74,2.56,14.44,29.84,3.77,"2,974,829","2,974,829","33,134,464,250","16,000,000",0.185927,"192,800,000,000",17.61,"1,950",38,350.18,8,143.64,0,0
와이엠씨,신규상장,KQ,"6,000",2012-11-15,"3,036","3,524","3,434","3,484",7.32,3.22,8.12,0.93,43.29,11,4.84,"15,729,500","15,729,500","53,579,212,040","9,731,593",0.81377,"58,681,505,790",21.73,"1,470","1,915","13,395.44","-1,456","-10,130.63",0,0
맥스로텍,신규상장,KQ,"7,000",2012-11-16,"3,902","2,813","3,220","2,547",6.06,2.44,7.41,0.77,8.06,8.96,2.91,"5,043,495","5,043,495","22,248,581,190","5,714,280",0.37842,"51,999,948,000",25,"2,600",424,"4,460.31",-379,"-3,978.64",0,0
디젠스,신규상장,KQ,"1,800",2012-11-22,"2,138","1,648","1,523","1,725",5.72,1.4,6.55,0.25,8.19,8.7,2.13,"16,787,666","16,787,666","37,794,675,620","18,250,000",0.82628,"43,435,000,000",19.7,520,"2,241","5,878.69","-2,049","-5,353.82",0,0
우리로,신규상장,KQ,"10,300",2012-11-27,"4,180","3,600","3,210","3,310",4.57,2.27,5.83,1.43,4.91,6.98,3.29,"5,541,458","5,541,458","23,139,908,900","6,742,878",0.410912,"56,370,460,080",15.46,"1,330",406,"3,384.63",-364,"-3,026.05",0,0
SBI핀테크솔루션즈,신규상장,KQ,"3,600",2012-12-17,"3,725","4,145","4,250","4,805",6.47,3.17,-1.37,0.87,1.05,8.8,4.23,"5,493,080","5,493,080","19,901,422,955","21,365,400",0.257102,"79,586,115,000",20.25,685,"1,796","6,465.95","-1,505","-5,450.73",0,0
스킨앤스킨,신규상장,KQ,"10,000",2012-12-27,"2,340","3,040","2,640","1,940",14.77,6.05,20.3,3.75,18.31,22.11,7.43,"13,883,830","13,883,830","33,869,497,650","8,074,763",0.343882,"94,474,727,100",17.28,"2,100",406,"4,955.29",-350,"-4,269.55",0,0
포티스,신규상장,KQ,"3,900",2013-01-29,"3,275","2,575","2,378","2,265",6.6,1.66,8.02,0.48,23.88,8.8,2.21,"2,740,828","2,740,828","8,415,566,960","4,977,833",0.275303,"32,604,806,150",15.64,950,452,"2,784.56",-384,"-2,378.55",0,0
아이센스,신규상장,KQ,"19,000",2013-01-30,"17,316","18,885","25,858","24,356",23.88,3.06,15.45,3.14,40.93,26.62,3.4,"2,949,612","2,949,612","53,931,567,050","8,969,634",0.219438,"232,762,002,300",17.26,"4,750",280,"7,667.93",-210,"-5,784.75",0,0
우리이앤엘,신규상장,KQ,"4,900",2013-02-05,"4,236","5,050","4,528","3,405",8.61,2.28,6.2,0.27,-13.96,9.58,2.54,"15,802,918","15,802,918","65,010,099,625","32,000,000",0.436741,"153,280,000,000",21.73,975,"3,110","14,127.15","-3,055","-13,890.91",0,0
아이원스,신규상장,KQ,"4,500",2013-02-07,"2,599","2,564","3,489","3,299",6.58,1.32,6.94,0.69,3.39,8.82,1.77,"18,018,242","18,018,242","49,148,211,330","8,500,000",1.059686,"44,200,000,000",14.96,820,"1,460","8,056.15","-1,412","-7,789.55",0,0
지디,신규상장,KQ,"18,000",2013-02-13,"17,515","17,113","15,944","13,570",8.64,4.15,7.26,2.83,5.99,11.16,5.18,"5,861,638","5,861,638","98,623,721,950","11,934,061",0.328343,"312,672,398,200",9.71,"2,450",322,"8,022.88",-156,"-3,846.56",0,0
제로투세븐,신규상장,KQ,"8,300",2013-02-19,"12,000","14,300","14,600","13,550",12.04,3.4,11.41,0.41,20.81,16.27,4.6,"4,905,175","4,905,175","63,007,444,250","11,540,000",0.425058,"138,480,000,000",16.63,"2,150",960,"12,530.71",-965,"-12,588.28",0,0
코렌텍,신규상장,KQ,"16,000",2013-03-05,"15,550","20,550","21,450","19,700",197.34,5.28,30.93,4.08,-44.87,254.03,6.09,"2,274,887","2,274,887","36,880,567,100","7,883,661",0.288557,"122,590,928,550",11.08,"1,800",584,"9,440.07",-496,"-8,033.10",0,0
윈팩,신규상장,KQ,"4,000",2013-03-07,"3,284","2,939","2,584","2,081",6.6,1.06,3.73,0.64,2.05,9.55,1.4,"13,551,746","13,551,746","44,183,327,650","14,200,000",0.72204,"61,628,000,000",17.65,755,"1,677","7,032.24","-1,305","-5,465.89",0,0
참존글로벌,신규상장,KQ,"7,800",2013-04-03,"26,229","32,158","29,345","27,335",0.22,0.11,6.49,0.05,0.19,9.43,3.71,"815,484","815,484","22,745,271,750","4,221,000",0.388307,"55,084,050,000",15.83,"2,200",190,"2,639.72",-181,"-2,519.99",0,0
삼목강업,신규상장,KQ,"2,600",2013-04-30,"3,955","5,300","5,490","5,160",5.64,0.68,6.26,0.47,14.6,7.48,0.9,"10,318,512","10,318,512","38,578,816,520","10,200,000",1.011619,"40,341,000,000",18.06,655,"1,973","7,168.43","-1,438","-5,291.69",0,0
레고켐바이오,신규상장,KQ,"15,500",2013-05-10,"8,758","8,107","8,258","9,559",-35.26,28.85,-34.61,126.72,-40.83,-37.76,30.11,"7,739,117","7,739,117","73,681,673,000","5,771,250",0.671105,"100,996,875,000",18.96,"3,550",701,"13,609.20",-585,"-11,443.80",0,0
엑세스바이오,신규상장,KQ,"4,500",2013-05-30,"10,350","10,350","9,360","8,800",23.31,9.73,21.71,4.69,94.09,36.12,12.4,"481,546","481,546","4,973,367,150","26,000,000",0.018521,"269,100,000,000",13.95,"1,350",270,"2,790.56",-62,-637.71,0,0
나스미디어,신규상장,KQ,"8,800",2013-07-17,"14,009","10,541","11,134","10,267",17.33,2.56,12.86,4.77,-24.87,19.61,2.9,"4,624,070","4,624,070","69,094,830,300","8,246,432",0.511756,"126,582,731,200",16.25,"2,600",326,"5,345.99",-306,"-5,034.38",0,0
KG ETS,신규상장,KQ,"3,800",2013-07-24,"4,600","5,040","5,050","4,900",16.74,2.12,9.56,1.76,8.65,16.72,2.11,"26,681,764","26,681,764","115,287,121,550","36,000,000",0.74116,"165,600,000,000",15.2,650,225,799.63,352,"1,624.13",0,0
파이오링크,신규상장,KQ,"10,500",2013-08-01,"15,750","11,850","11,150","9,460",12.7,4.04,17.28,3.08,44.39,16.57,5.27,"2,525,045","2,525,045","43,960,940,750","5,142,330",0.491031,"80,991,697,500",18.97,"3,300",279,"5,101.51",-248,"-4,542.34",0,0
GH신소재,신규상장,KQ,"3,100",2013-08-02,"5,817","5,629","4,585","3,467",11.49,1.9,10.19,0.67,33.98,16.89,2.79,"403,474","403,474","2,309,448,850","7,000,000",0.047024,"49,910,000,000",13.95,930,169,"1,172.47",-159,"-1,102.15",0,0
아미코젠,신규상장,KQ,"25,000",2013-09-12,"14,219","14,986","14,961","19,536",40.77,12.19,37.13,11.5,90.59,51.55,14.91,"158,614","158,614","2,228,807,500","4,125,000",0.009509,"237,187,500,000",13.95,"7,500",14,806,-14,-793.93,0,0
지엔씨에너지,신규상장,KQ,"6,000",2013-10-02,"5,386","2,896","3,380","5,484",14,2.25,13.35,0.84,14.71,16.53,2.65,"4,042,674","4,042,674","21,224,519,500","4,346,667",0.363009,"59,984,004,600",13.95,"1,800",130,"1,708.88",-120,"-1,582.37",0,0
엘티씨,신규상장,KQ,"20,500",2013-10-08,"21,250","21,750","20,750","20,400",11.76,4.61,10.77,1.2,7.65,14.68,5.76,"1,834,803","1,834,803","41,068,202,250","6,550,000",0.280123,"139,187,500,000",19.72,"4,650",459,"10,538.90",-391,"-9,085.60",0,0
파수,신규상장,KQ,"5,800",2013-10-18,"6,900","4,875","5,830","12,350",9.71,3.17,10.31,2.07,30.02,12.66,4.06,"5,599,960","5,599,960","37,435,877,710","7,929,695",0.706201,"54,714,895,500",14.62,940,720,"4,581.35",-710,"-4,510.15",0,0
테스나,신규상장,KQ,"13,500",2013-10-22,"6,566","5,027","4,981","7,447",10.07,2.03,4.79,1.45,2.93,11.26,2.27,"6,201,301","6,201,301","42,551,773,300","6,850,000",0.455518,"89,392,500,000",16.52,"2,350",540,"7,612.98",-512,"-7,210.45",0,0
내츄럴엔도텍,신규상장,KQ,"40,000",2013-10-31,"23,528","24,556","32,833","35,056",82.2,41.01,85.16,16.7,119.15,101.4,49.77,"4,012,002","4,012,002","97,526,961,200","5,260,120",0.211867,"445,532,164,000",13.95,"12,000",-40,"-3,594.88",34,"3,015.49",0,0
해성옵틱스,신규상장,KQ,"6,600",2013-11-06,"4,705","4,101","4,760","6,299",13.71,5.89,9.81,1.07,4.61,22.72,8.87,"15,196,147","15,196,147","76,535,740,690","16,375,000",0.637412,"112,168,750,000",20.57,"1,520","1,278","9,697.50","-1,237","-9,345.99",0,0
협진,신규상장,KQ,"8,100",2013-11-08,"3,412","2,432","2,512","4,248",9.94,2.12,9.3,2.84,16.52,12.05,2.57,"6,347,501","6,347,501","23,408,494,800","6,000,000",0.353898,"61,200,000,000",20.26,"2,300",567,"6,462.79",-555,"-6,325.36",0,0
THE MIDONG,신규상장,KQ,"20,000",2013-11-13,"5,503","7,104","5,930","8,100",4.43,2.51,4.68,0.78,5.51,6.64,3.27,"4,915,495","4,915,495","29,597,376,900","3,000,000",0.546459,"49,500,000,000",18.93,"3,450",359,"6,633.35",-337,"-6,233.69",0,0
램테크놀러지,신규상장,KQ,"3,900",2013-11-18,"4,092","3,646","5,100","4,946",12.58,2.15,7.97,0.79,7.26,13.64,2.15,"2,067,304","2,067,304","9,195,442,890","6,826,647",0.232945,"36,317,762,040",19.97,"1,180",367,"2,217.79",-332,"-2,002.33",0,0
라이온켐텍,신규상장,KQ,"12,500",2013-11-19,"8,608","9,814","14,400","13,702",8.78,3.59,8.82,1.4,9.81,11,4.49,"8,488,099","8,488,099","71,600,120,500","10,163,425",0.447897,"163,122,971,250",13.77,"2,100",11,-83.22,-57,-684.02,0,0
큐브엔터,신규상장,KQ,"2,000",2013-11-21,"4,934","4,996","5,022","5,472",,,,,,954.79,3.5,"141,481","141,481","706,327,965","7,000,000",0.05062,"13,790,000,000",3.02,60,-1,-1.14,1,1.14,0,0
디엠티,신규상장,KQ,"5,700",2013-11-26,"3,998","3,391","3,511","3,725",4.66,1.18,2.63,0.42,5.71,5.55,1.41,"3,123,641","3,123,641","12,025,263,500","7,500,000",0.278008,"44,925,000,000",13.93,780,449,"2,510.42",-397,"-2,226.74",0,0
엔브이에이치코리아,신규상장,KQ,"4,500",2013-12-03,"4,300","4,000","4,770","4,950",4.49,0.96,3.43,0.17,2.84,6.45,1.37,"9,189,554","9,189,554","41,363,979,975","28,722,222",0.319946,"123,505,554,600",15.56,700,"1,053","4,646.77",-941,"-4,145.41",0,0
현대공업,신규상장,KQ,"7,500",2013-12-04,"5,073","4,007","5,147","5,327",7.57,2.04,7.39,0.52,21.52,10.36,2.79,"8,240,325","8,240,325","46,218,845,010","10,000,000",0.549355,"76,100,000,000",22.09,"1,880",931,"8,150.96",-844,"-7,396.05",0,0
알티캐스트,신규상장,KQ,"8,500",2013-12-06,"7,940","9,250","12,600","10,700",30.88,3.67,7.98,2.13,22.65,32.11,3.9,"2,843,110","2,843,110","23,546,189,930","18,194,997",0.156258,"144,468,276,180",11.28,940,311,"2,547.94",-284,"-2,340.57",0,0
기가레인,신규상장,KQ,"5,500",2013-12-19,"2,076","3,395","4,336","5,335",3.93,1.74,7.46,0.6,4.23,8.03,2.58,"10,840,932","10,840,932","23,144,488,045","15,963,213",0.329361,"68,322,551,640",16.04,735,"1,523","6,691.69","-1,373","-6,030.96",0,0
인트로메딕,신규상장,KQ,"6,000",2013-12-19,"2,850","3,795","7,275","7,100",61.14,49.12,31.32,3.22,27.63,87.77,63.86,"3,401,888","3,401,888","10,290,084,260","6,952,178",0.244663,"39,627,414,600",17.6,"1,100",415,"2,581.37",-338,"-2,117.62",0,0
SGA솔루션즈,신규상장,KQ,"2,000",2013-12-20,"1,886","1,891","1,924","2,096",,,,,,21.93,2.58,"378,968","378,968","732,874,750","7,000,000",0.051576,"13,860,000,000",15.81,340,171,343.81,-173,-348.31,0,0
현대이지웰,신규상장,KQ,"4,400",2013-12-27,"4,025","3,780","6,700","5,850",21.83,4.54,16.75,2.38,12.32,27.1,5.06,"5,316,260","5,316,260","20,087,545,840","9,893,000",0.268688,"79,638,650,000",19.8,"1,450",46,273.26,42,356.93,0,0
솔루에타,신규상장,KQ,"24,000",2013-12-27,"11,375","14,300","14,850","13,125",10.35,5.02,11.75,1.11,26.37,17.09,8.29,"2,260,240","2,260,240","25,795,495,750","5,129,925",0.2203,"116,705,793,750",14.08,"3,150",317,"7,187.01",-334,"-7,571.36",0,0
한국정보인증,신규상장,KQ,"1,800",2014-02-04,"3,184","4,316","4,253","3,814",17.97,2.32,10.3,2.47,6.6,22.37,2.88,"8,778,147","8,778,147","25,632,465,930","26,965,000",0.310813,"89,928,275,000",16.38,505,"2,060","6,094.76","-1,935","-5,737.53",0,0
인터파크,신규상장,KQ,"7,700",2014-02-06,"13,500","14,050","11,750","11,000",105.11,1.88,11.53,0.28,10.34,105.11,2.07,"4,027,921","1,807,261","23,598,818,115","60,842,093",0.066203,"821,368,255,500",13.57,"1,900",293,"4,011.98",-222,"-2,998.08",0,0
오이솔루션,신규상장,KQ,"10,000",2014-02-27,"14,127","10,626","11,118","12,162",13.44,5.83,11.13,1.68,15.72,15.77,6.84,"1,258,531","1,258,531","17,608,450,000","5,179,610",0.149244,"119,131,030,000",13.95,"3,000",467,"10,652.26",-445,"-10,146.45",0,0
케이사인,신규상장,KQ,"2,000",2014-04-28,"2,145","2,520","2,135","2,455",,,,,,3.29,0.9,"1,445,700","1,445,700","3,060,018,170","7,715,100",0.187386,"16,548,889,500",5.63,120,-99,-200.84,95,192.72,0,0
나노,신규상장,KQ,"2,000",2014-05-08,"4,244","4,697","4,378","4,460",,,,,,6.48,0.77,"345,388","345,388","1,466,843,275","5,500,000",0.129074,"11,357,500,000",3.39,70,240,495.74,-235,-484.14,0,0
캐스텍코리아,신규상장,KQ,"6,500",2014-05-27,"9,800","10,350","7,980","7,900",9.38,1.26,8.01,0.44,4.55,12.8,1.59,"4,611,375","4,611,375","48,159,326,540","12,373,089",0.372694,"121,256,272,200",19.35,"2,100",444,"4,691.17",-420,"-4,435.62",0,0
우성아이비,신규상장,KQ,"2,000",2014-06-10,"2,437","2,200","2,113","2,173",,,,,,2.85,0.52,"4,340,133","4,340,133","10,357,018,505","2,710,000",1.458924,"7,249,250,000",13.79,345,909,"2,369.92",-870,"-2,273.50",0,0
트루윈,신규상장,KQ,"10,500",2014-07-11,"14,450","10,750","8,050","8,360",9.65,6,8.12,1.47,11.79,11.8,7.33,"2,949,216","2,949,216","45,739,474,250","6,336,000",0.46547,"91,555,200,000",19.09,"3,050",296,"4,757.83",-291,"-4,659.82",0,0
콜마비앤에이치,신규상장,KQ,"2,000",2014-07-23,"5,407","8,386","24,981","33,542",,,,,,1.54,0.39,"2,037,444","2,037,444","11,151,591,430","7,000,000",0.728571,"15,120,000,000",7.32,160,513,"1,112.40",-910,"-1,988.79",0,0
아진엑스텍,이전상장,KQ,"7,000",2014-07-24,"4,749","3,626","2,872","3,686",9.92,2.07,9.56,1.72,12.57,12.13,2.53,"4,587,790","34,366","179,415,833","5,630,000",0.548178,"39,747,800,000",25.87,"2,080",824,"6,533.49",-776,"-6,143.81",0,0
윈하이텍,신규상장,KQ,"8,300",2014-07-25,"10,208","6,895","5,255","6,694",10.43,3.23,10.25,1.29,6.12,14.13,4.38,"1,573,041","1,573,041","15,075,089,400","6,600,300",0.159534,"100,654,575,000",13.66,"1,950",232,"3,365.55",-171,"-2,444.19",0,0
창해에탄올,신규상장,KQ,"8,300",2014-07-30,"14,600","13,650","17,750","23,000",3.14,1.13,7.54,0.57,5.29,3.65,1.31,"3,059,952","3,059,952","48,485,465,300","6,175,230",0.49552,"90,158,358,000",29.52,"4,900",330,"5,628.61",-50,-883.21,0,0
덕신하우징,신규상장,KQ,"13,000",2014-08-01,"4,190","2,730","1,776","2,370",10.64,3.28,10.99,1.19,6.26,14.32,4.42,"15,331,835","15,331,835","64,135,840,150","8,012,000",0.382722,"167,851,400,000",14.84,"3,150",18,439.17,-8,-245.78,0,0
파버나인,신규상장,KQ,"12,500",2014-08-04,"6,000","5,475","4,505","4,320",6.09,1.46,5.93,0.34,2.92,7.36,1.77,"3,548,654","3,548,654","21,828,051,900","4,083,000",0.434565,"48,996,000,000",8.48,"1,050",486,"6,005.21",-415,"-5,130.44",0,0
신화콘텍,신규상장,KQ,"9,100",2014-08-08,"6,441","5,524","4,386","5,279",6.55,3.05,5.43,0.8,5.89,8.11,3.63,"4,221,076","4,221,076","32,095,950,290","7,469,661",0.512612,"53,034,593,100",24.91,"2,020",693,"5,864.30",-658,"-5,586.67",0,0
고려시멘트,신규상장,KQ,"2,000",2014-08-13,"2,085","2,100","2,060","2,385",,,,,,2.26,0.49,"1,978,702","1,978,702","4,207,225,330","7,000,000",0.282672,"14,595,000,000",5.39,115,584,"1,236.88",-651,"-1,379.22",0,0
THQ,신규상장,KQ,"11,000",2014-08-14,"47,233","39,782","37,635","45,780",202.3,26.54,7.97,18.93,38.22,16.48,2.16,"790,476","790,476","45,899,988,050","2,406,800",0.829566,"45,007,160,000",30,"6,600",91,"2,114.18",-87,"-2,035.03",0,0
프로스테믹스,신규상장,KQ,"2,000",2014-09-30,"2,020","2,030","2,010","2,285",,,,,,22.21,5.08,"2,224,499","2,224,499","4,511,558,225","10,520,000",0.211454,"21,250,400,000",2.22,45,112,224.6,-83,-166.28,0,0
데브시스터즈,신규상장,KQ,"53,000",2014-10-06,"61,000","40,350","49,000","38,050",22.13,24.64,26.51,8.06,21.29,29.51,32.86,"2,492,633","2,492,633","168,722,064,500","10,800,000",0.230799,"658,800,000,000",23.19,"16,000",313,"20,754.62",-193,"-12,559.90",0,0
메디아나,이전상장,KQ,"6,200",2014-10-07,"2,646","3,922","5,066","9,454",10.49,2.18,8.28,1,6.78,13.16,2.74,"1,232,373","8,363","23,290,254","7,220,780",0.077202,"42,241,563,000",12.87,770,36,220.44,-17,-108.94,0,0
드림시큐리티,신규상장,KQ,"2,000",2014-10-13,"1,872","1,942","1,905","2,069",,,,,,,,"948,369","948,369","1,773,678,075","5,500,000",0.161784,"10,972,500,000",0.75,15,-299,-595.91,231,459.43,0,0
영우디에스피,신규상장,KQ,"5,000",2014-10-29,"2,395","2,767","2,377","3,517",2,1.34,3.42,0.23,3.57,2.84,1.9,"4,340,486","4,340,486","9,929,362,080","4,606,182",0.357167,"29,111,070,240",13.87,820,556,"3,322.13",-451,"-2,719.61",0,0
테라셈,이전상장,KQ,"3,000",2014-10-30,"2,745","2,990","3,020","4,030",6.09,2.71,4.96,0.95,4.78,7.55,3.12,"5,003,985","26,197","78,410,238","13,966,340",0.358289,"38,337,603,300",20.76,630,"1,456","4,303.24","-1,011","-2,995.66",0,0
슈피겐코리아,신규상장,KQ,"27,500",2014-11-05,"42,650","83,000","113,900","137,800",15.88,4.79,14.83,2.78,13.53,22.8,6.88,"1,641,372","1,641,372","66,460,405,100","6,216,363",0.264041,"265,127,881,950",14.19,"5,650",-60,"-2,307.72",66,"2,554.87",0,0
테고사이언스,신규상장,KQ,"13,500",2014-11-06,"15,525","15,450","13,525","17,075",58.58,6.87,50.37,14.82,178.8,69.25,8.12,"1,809,078","1,809,078","27,599,282,750","3,560,000",0.254084,"110,538,000,000",13.95,"4,050",55,"1,665.78",-50,"-1,510.25",0,0
엑셈,신규상장,KQ,"2,000",2014-11-07,"2,585","2,770","2,750","4,140",,,,,,3.53,0.81,"2,806,442","2,806,442","7,105,394,185","4,200,000",0.6682,"10,857,000,000",13.86,335,527,"1,344.63",-522,"-1,332.18",0,0
액션스퀘어,신규상장,KQ,"2,000",2014-11-12,"10,125","10,025","10,850","12,575",,,,,,,,"529,276","529,276","5,338,696,125","10,520,000",0.251557,"21,303,000,000",12.15,260,310,635.2,-532,"-1,076.25",0,0
디에이테크놀로지,신규상장,KQ,"6,600",2014-11-19,"6,705","4,717","5,119","7,468",13.03,2.9,11.86,0.94,-43.23,16.84,3.74,"3,718,450","3,718,450","26,786,594,260","5,243,700",0.71176,"35,027,916,000",20.58,"1,530",858,"6,340.94",-794,"-5,866.37",0,0
글로벌텍스프리,신규상장,KQ,"2,000",2014-11-19,"5,381","5,486","6,049","6,075",,,,,,7.05,3.51,"1,369,618","1,369,618","7,533,987,455","6,000,000",0.597732,"12,330,000,000",11.44,245,111,246.16,-234,-494.76,0,0
지엘팜텍,신규상장,KQ,"2,000",2014-11-20,"1,906","1,901","2,166","2,161",,,,,,51.74,2.41,"1,160,873","1,160,873","2,229,967,865","4,500,000",0.244027,"9,067,500,000",1.72,35,-31,-62.5,-7,-15.19,0,0
파티게임즈,신규상장,KQ,"13,000",2014-11-21,"14,399","12,401","19,263","22,995",12.35,6.86,14.66,3.99,16.31,15.7,8.72,"1,988,436","1,988,436","28,196,761,800","4,592,400",0.208516,"137,312,760,000",13.95,"3,900",328,"9,510.82",-313,"-9,089.27",0,0
텔콘RF제약,신규상장,KQ,"14,500",2014-11-24,"1,176","1,287","1,447","1,171",5.03,2.09,4.62,0.85,3.14,7.48,2.62,"18,733,424","18,733,424","23,488,267,400","5,022,000",0.373474,"59,008,500,000",18.53,"2,400",407,"5,205.85",-378,"-4,837.85",0,0
휴마시스,신규상장,KQ,"2,000",2014-12-01,"2,015","2,020","2,220","2,245",26.66,5.83,6.45,5.61,34.57,7.85,1.58,"1,191,103","1,191,103","2,404,836,800","5,500,000",0.216564,"11,082,500,000",1.48,30,156,313.81,-172,-347.19,0,0
에프엔씨엔터,신규상장,KQ,"28,000",2014-12-04,"13,820","11,617","15,748","18,400",39.72,14.25,25.51,2.24,"-4,719.97",62.04,18.41,"6,154,329","6,154,329","87,450,362,150","6,302,915",0.488913,"173,960,454,000",13.85,"3,750",513,"14,338.01",-450,"-12,554.73",0,0
대창스틸,신규상장,KQ,"2,500",2014-12-05,"3,552","2,562","2,999","3,471",13.64,0.51,13.47,0.15,1.9,16.25,0.61,"2,095,342","2,095,342","7,022,262,245","14,566,000",0.123278,"60,376,070,000",13.94,540,891,"3,464.66",-690,"-2,683.37",0,0
PI첨단소재,신규상장,KQ,"8,000",2014-12-08,"7,580","8,050","10,200","13,350",10.84,1.31,4.37,2.08,6.17,8.66,1.05,"9,033,232","9,033,232","68,734,167,140","29,366,322",0.307605,"222,596,720,760",8.9,680,"2,880","21,891.80","-2,736","-20,772.33",0,0
베노홀딩스,신규상장,KQ,"2,000",2014-12-10,"7,656","7,790","8,439","8,649",,,,,,,,"147,180","147,180","1,129,272,030","5,500,000",0.102184,"11,027,500,000",1.25,25,-296,-596.18,79,159.57,0,0
알테오젠,신규상장,KQ,"26,000",2014-12-12,"3,589","4,315","6,902","6,835",55.14,14.83,67.04,16.02,44.39,74.69,19.86,"7,669,958","7,669,958","29,549,871,500","5,579,333",0.229462,"119,955,659,500",19.41,"4,600",305,"7,214.13",-279,"-6,622.68",0,0
미스터블루,신규상장,KQ,"2,000",2014-12-12,"2,010","2,100","2,300","2,600",,,,,,,,"326,671","326,671","655,726,205","5,500,000",0.059395,"11,055,000,000",1,20,121,242.92,-12,-24.1,0,0
비씨월드제약,신규상장,KQ,"15,700",2014-12-15,"13,405","15,620","18,064","27,497",25.22,3.24,20.92,2.77,119.23,30.82,3.96,"3,031,155","3,031,155","42,084,439,750","5,855,723",0.395373,"102,767,938,650",20.91,"3,900",267,"4,910.97",-290,"-5,330.09",0,0
랩지노믹스,이전상장,KQ,"13,200",2014-12-16,"7,147","12,589","16,050","14,295",38.68,3.81,22.72,2.87,20.58,44.86,4.28,"1,556,285","11,073","81,097,407","3,966,276",0.196805,"56,519,433,000",15.88,"2,450",240,"3,705.19",-241,"-3,706.17",0,0
에이디테크놀로지,신규상장,KQ,"15,000",2014-12-16,"6,528","11,516","11,073","17,951",12.87,3.75,15.07,0.9,36.95,18.33,5,"4,831,619","4,831,619","29,303,147,850","4,009,695",0.561827,"56,135,730,000",23.15,"3,050",366,"4,534.91",-207,"-2,542.29",0,0
녹십자엠에스,신규상장,KQ,"6,000",2014-12-17,"8,510","24,912","18,664","21,747",34.32,4.6,34.08,1.21,19.42,45.43,6.09,"4,485,371","4,485,371","33,916,407,520","9,560,000",0.385754,"98,946,000,000",25.12,"2,310",307,"2,743.43",-283,"-2,510.43",0,0
하이로닉,이전상장,KQ,"51,000",2014-12-17,"14,660","28,420","23,200","19,460",47.36,18.45,58.54,10.92,45.6,65.7,25.6,"1,628,235","17,140","178,621,658","2,774,729",0.117362,"203,387,635,700",18.64,"12,500",32,"2,147.12",-24,"-1,589.82",0,0
디티앤씨,신규상장,KQ,"18,500",2014-12-17,"26,050","26,850","26,400","24,650",37.71,11.23,35.47,8.64,31.95,54.16,13.83,"2,303,450","2,303,450","63,322,718,550","9,437,374",0.244077,"245,843,592,700",19.47,"5,500",128,"3,728.52",-95,"-2,825.74",0,0
정다운,신규상장,KQ,"2,000",2014-12-17,"1,752","2,017","2,095","1,900",,,,,,2.11,0.32,"228,607","228,607","401,337,940","2,710,000",0.073342,"5,460,650,000",1.73,35,53,106.07,-68,-137.91,0,0
셀바스헬스케어,신규상장,KQ,"2,000",2014-12-17,"10,000","10,400","11,550","11,200",,,,,,,,"56,939","56,939","569,853,185","5,400,000",0.052721,"10,800,000,000",0.75,15,75,149.26,-75,-149.55,0,0
아이티센,이전상장,KQ,"7,500",2014-12-23,"3,770","7,029","9,996","8,362",17.84,1.51,12.51,0.2,-2.41,24.71,2.04,"4,603,287","20,245","73,287,132","4,311,520",0.459018,"37,812,030,400",24.69,"2,070",310,"2,397.49",-308,"-2,394.63",0,0
NEW,신규상장,KQ,"16,300",2014-12-23,"9,090","11,394","12,020","14,023",8.08,5.08,10.72,1.21,21.14,12.62,7.68,"4,288,226","4,288,226","36,765,231,250","13,203,053",0.162667,"239,635,411,950",14.79,"2,500",581,"9,832.14",-459,"-7,829.77",0,0
아스트,신규상장,KQ,"9,500",2014-12-24,"8,208","10,077","11,400","24,532",-9.05,2.35,177.95,0.97,-6.36,-17.28,4.13,"8,535,037","8,535,037","69,922,042,670","12,516,293",0.621887,"112,646,637,000",24.93,"2,150","1,124","9,958.58","-1,010","-8,926.01",0,0
오킨스전자,신규상장,KQ,"7,100",2014-12-24,"6,325","6,600","9,700","6,375",37.89,2.69,9.4,1.46,6.8,54.47,3.87,"5,448,296","5,448,296","30,969,995,370","6,200,000",0.439379,"78,430,000,000",23.6,"2,670",140,"1,492.60",-139,"-1,476.08",0,0
